fragment_smiles,source_label,n_conformers
CC(C)[C@@H](C)CC[*:1],ZINC000257805859,7
CC[C@@H](O)[C@@H](O)[*:1],ZINC000013380365,6
O=C1C=C[C@H]([*:1])N1,ZINC000015044709,1
O=C1C=C[C@H](O[*:1])N1,ZINC000015044709,1
CC(C)CO[*:1],ZINC000012137772,6
O=C1CC(=O)[C@@H]([*:1])C1,ZINC000014439079,2
C[C@](O)(C[*:1])C(=O)O,ZINC000255967113,3
C[C@@](O)(C(=O)O)[*:1],ZINC000255967113,1
c1ncn(C[*:1])n1,ZINC000062001643,2
c1ncn([*:1])n1,ZINC000062001643,1
C[C@H](C(C)(C)O)[*:1],ZINC000012495144,3
COC(=O)[C@@H](N)[*:1],ZINC000037459807,2
C[C@H](N)C[*:1],ZINC000002034865,3
O[C@H]1[C@H](O)CO[C@@H]1[*:1],ZINC000095876594,3
Oc1cccnc1[*:1],ZINC000150351754,1
CCC[C@H](C(=O)O)[*:1],ZINC000002122345,7
NC(=O)CNC(=O)[*:1],ZINC000004899446,5
C/C(=C\C#N)[*:1],ZINC000257402545,1
C/C(=C\C#N)C[*:1],ZINC000257402545,3
C/C(=C\C#N)CO[*:1],ZINC000257402545,4
C/N=C(\NC)N[*:1],ZINC000005965908,1
C/N=C(\NC)NC[*:1],ZINC000005965908,3
CC[C@H](CS)CC[*:1],ZINC000005138397,9
CC[C@H](CS)C[*:1],ZINC000005138397,7
CC[C@H](CS)[*:1],ZINC000005138397,8
CCCC[C@@H](CS)[*:1],ZINC000005138397,9
CC1=C[C@@H]([*:1])CCC1,ZINC000014588924,2
CC(C)=CC(=O)C[*:1],ZINC000014444279,2
CC[C@@H](O)[C@H](O)[*:1],ZINC000012493871,5
CCC[C@@H](C)[C@H](C)[*:1],ZINC000085972368,8
CCCS[C@H](CC)[*:1],ZINC000014679960,8
N[C@H](CO[*:1])C(=O)O,ZINC000070665010,4
C[C@H]1CO[C@H](C[*:1])O1,ZINC000001584047,5
O[C@@H]1[C@H](O)CO[C@@H]1[*:1],ZINC000004095723,3
O[C@@H]1[C@H]([*:1])CO[C@@H]1O,ZINC000004095723,3
O[C@@H]1CO[C@H](O)[C@@H]1[*:1],ZINC000004095723,2
C1CC(C[*:1])CCN1,ZINC000013744635,4
COC(=O)N[*:1],ZINC000086004119,1
CC(=O)SC[*:1],ZINC000001850956,4
CCSC(=O)[*:1],ZINC000001850956,5
OC(O)CCCC[*:1],ZINC000085589061,9
OC(O)CCC[*:1],ZINC000085589061,7
OC(O)CC[*:1],ZINC000085589061,5
OC(O)C[*:1],ZINC000085589061,2
O=C1CO[C@H]([*:1])CO1,ZINC000095619613,2
S[C@]1([*:1])CCCS1,ZINC000032163937,1
C[C@@]1([*:1])CCCS1,ZINC000032163937,1
C=CCNC(=O)[*:1],ZINC000012882058,7
O=C(c1ccc[nH]1)[*:1],ZINC000070708145,2
c1c[nH]c([*:1])c1,ZINC000070708145,1
CC[C@@H](C(=O)O)[*:1],ZINC000070708145,5
CC[C@H](CO)NC[*:1],ZINC000004084901,8
CC[C@H](CO)N[*:1],ZINC000004084901,8
CC[C@H](CO)[*:1],ZINC000004084901,6
C/C(=C\CC(=O)O)[*:1],ZINC000514288159,4
Cc1cnc([*:1])cn1,ZINC000001850662,1
N[C@H](CN[*:1])C(=O)O,ZINC000022930737,4
CC[C@H](O)[C@H](O)[*:1],ZINC000034961806,5
CC[C@H](O)[C@H](O)C[*:1],ZINC000034961806,9
CN(C)CCO[*:1],ZINC000005689010,8
CCCS[S@@](=O)C[*:1],ZINC000014679953,10
CCCS[S@@](=O)[*:1],ZINC000014679953,8
C=CC[S@](=O)S[*:1],ZINC000014679953,8
C=CC[S@](=O)SC[*:1],ZINC000014679953,8
CCCCC(=O)O[*:1],ZINC000005510216,7
C[C@H](O)[C@H](C(=O)O)[*:1],ZINC000050027413,7
O=NSC[*:1],ZINC000003872731,3
O=NS[*:1],ZINC000003872731,2
C=C[C@@H](CC)[*:1],ZINC000001692449,5
C=C[C@H](O)C[*:1],ZINC000001692449,3
O=C1OCC/C1=C/[*:1],ZINC000026974185,1
C[S@](=N)(=O)[*:1],ZINC000012366795,1
C[S@](=N)(=O)C[*:1],ZINC000012366795,3
C[S@](=N)(=O)CC[*:1],ZINC000012366795,5
C=CC(=C)[*:1],ZINC000257452681,1
C=CC(=C)C[*:1],ZINC000257452681,3
C=CC(=C)CC[*:1],ZINC000257452681,7
OC[C@H](O)/C=C/[*:1],ZINC000014771496,4
CNC[C@@H](O)[*:1],ZINC000000113359,3
C/C(C=O)=C\[*:1],ZINC000257377472,2
C/C(C=O)=C\C[*:1],ZINC000257377472,4
C/C(C=O)=C\CC[*:1],ZINC000257377472,7
O=CS[*:1],ZINC000001850318,2
O=CSC[*:1],ZINC000001850318,5
C=C(C(C)=O)[*:1],ZINC000070454920,2
C[C@@](O)(CO)CO[*:1],ZINC000087492869,6
C[C@@](O)(CO)C[*:1],ZINC000087492869,6
C[C@H](S)C(=O)[*:1],ZINC000004802659,3
CC(=O)[C@@H](S)[*:1],ZINC000004802659,3
CC[C@H](OC(C)=O)[*:1],ZINC000002560610,3
CC(C)[C@H](O)C[*:1],ZINC000261496906,6
CC(C)[C@H](O)CC[*:1],ZINC000261496906,8
COC(=O)[C@H](N)[*:1],ZINC000037459796,2
O[C@H]1CC[C@H]([*:1])CC1,ZINC000100113204,2
CN1C(=O)CC[C@@H]1[*:1],ZINC000022055131,2
OC/C=C/CCC[*:1],ZINC000005113046,10
OC/C=C/CC[*:1],ZINC000005113046,5
OC/C=C/C[*:1],ZINC000005113046,5
O/N=C/[*:1],ZINC000100755428,1
N/C(=N/O)[*:1],ZINC000002547403,1
N/C(C[*:1])=N/O,ZINC000002547403,3
C1OCC1[*:1],ZINC000225381572,1
C1CN=C([*:1])C1,ZINC000000159590,1
CC(C)=CCCO[*:1],ZINC000059588046,7
C[C@@]1([*:1])CO1,ZINC000014689024,1
C[C@@H](CO)NC(=O)[*:1],ZINC000008876842,2
C=C([C@H](O)CO)[*:1],ZINC000257541049,4
C=C(C[*:1])[C@H](O)CO,ZINC000257541049,8
C[C@@H](/C=C/[*:1])CCO,ZINC000033950846,8
NC/C(O)=N/[*:1],ZINC000071755676,3
CC[C@H](C(=O)O)[*:1],ZINC000004061463,5
C[C@H](O)[C@H](O)[C@@H](O)[*:1],ZINC000053683696,5
CCSC[*:1],ZINC000002011298,3
CNC(=O)O[*:1],ZINC000002011298,1
CN1CCC[C@H]([*:1])C1,ZINC000001323033,3
CC[C@H](SC)SS[*:1],ZINC000014593738,8
CC(=O)CCC(=O)[*:1],ZINC000095620546,7
C=C/C(C)=C/[*:1],ZINC000062233804,1
C=C/C(C)=C/C[*:1],ZINC000062233804,2
O=C(O)CN[C@H](O)[*:1],ZINC000015122230,6
C=C(C)[C@H](CC)C[*:1],ZINC000256427308,9
CC1=CC[C@@H]([*:1])C=C1,ZINC000014588385,1
CCCC[C@H](C)[*:1],ZINC000001850363,7
CCCC[C@H](C)C[*:1],ZINC000001850363,10
O=c1occcc1[*:1],ZINC000001433173,1
CCOC(=O)O[*:1],ZINC000001448074,3
Cc1cscc1[*:1],ZINC000002383464,1
CCNC[*:1],ZINC000001661184,3
O=C(C[*:1])[C@H](O)CO,ZINC000225283134,9
O=C([C@H](O)CO)[*:1],ZINC000225283134,5
O=C1CCCC[C@@H]1[*:1],ZINC000001577443,2
CC/C=C\CCO[*:1],ZINC000014438699,8
C/C=C(\C=O)[*:1],ZINC000095620867,2
C/C=C(\C=O)C[*:1],ZINC000095620867,4
C/C=C(\C=O)CO[*:1],ZINC000095620867,7
C/C(=N/O)[*:1],ZINC000253501618,1
C=C[C@H](CCC)[*:1],ZINC000002037591,6
C=C[C@@H](O)C[*:1],ZINC000002037591,4
C=C[C@@H](O)CC[*:1],ZINC000002037591,7
O=C(O)[C@@H](CS)[*:1],ZINC000050027024,6
CC(=O)[C@H](C)C(=O)[*:1],ZINC000032167536,4
O=C1CCC[C@@H]([*:1])O1,ZINC000002031351,1
CC(C)CCCO[*:1],ZINC000085567331,9
CC(C)=C(C)[*:1],ZINC000257408376,1
CC(C)=C(C)C[*:1],ZINC000257408376,3
CC(C)=C(C)CC[*:1],ZINC000257408376,5
O=C(CS)[*:1],ZINC000032151702,3
C1=N[CH+]N=C1[*:1],ZINC000085569078,1
CN(CCO)C[*:1],ZINC000096114531,9
CN(CCO)[*:1],ZINC000096114531,4
CC(C)C[C@H](O)[*:1],ZINC000100822477,6
C=CCS[S@@](=O)[*:1],ZINC000004097409,9
C=CCS[S@@](=O)C[*:1],ZINC000004097409,10
CCC/C=C/C=C/[*:1],ZINC000001850579,4
COC(=O)[C@H](O)[*:1],ZINC000015249514,2
O=C1CC(=O)[C@H]([*:1])C1,ZINC000086023426,3
Cc1cnc([*:1])s1,ZINC000108448656,1
O[C@H]1[C@@H](O)CN[C@@H]1[*:1],ZINC000001492232,2
O=C1OCC=C1C[*:1],ZINC000035464904,3
C[C@H](O[*:1])C(=O)O,ZINC000004027032,1
CC(C)/C=C/[*:1],ZINC000119285665,1
CC(C)/C=C/[C@@H](C)[*:1],ZINC000119285665,3
O=C(O)[C@@](O)(CO)[*:1],ZINC000012496001,3
C[C@](CO)(C(=O)O)[*:1],ZINC000012496001,6
O=c1ccccn1[*:1],ZINC000005467972,1
CC[C@H](C)NC(=O)[*:1],ZINC000004090010,3
CS(=O)(=O)C[S@](=O)[*:1],ZINC000195516223,4
O=CCC(=O)CC[*:1],ZINC000059725527,6
O=CCC(=O)C[*:1],ZINC000059725527,6
O=CCC(=O)[*:1],ZINC000059725527,6
O=S1(=O)CCCN1[*:1],ZINC000085877708,2
CNCC[*:1],ZINC000085547576,4
CNCCN[*:1],ZINC000085547576,6
CNCCNC[*:1],ZINC000085547576,10
OC[C@@H](Cl)/C=C/[*:1],ZINC000013386597,4
OC[C@@H](Cl)[*:1],ZINC000013386597,3
Cc1noc([*:1])n1,ZINC000085824347,1
CCc1scnc1[*:1],ZINC000002004972,3
O=C1NC=C[C@H]1[*:1],ZINC000015044700,1
O=C1NC=C[C@H]1O[*:1],ZINC000015044700,1
O=C1NCCC[C@@H]1[*:1],ZINC000005414660,2
C[C@H](/C=C/[*:1])CCO,ZINC000005964150,6
C[C@@H](CCO)[*:1],ZINC000005964150,4
CNCCC[*:1],ZINC000005761473,8
C[C@H](O)[C@@H](O)[C@@H](O)[*:1],ZINC000013542496,6
N[C@@H](CS[*:1])C(=O)O,ZINC000003861771,7
CSC[C@H](N)[*:1],ZINC000003861771,6
C1CC1C[*:1],ZINC000067897108,3
NC(N)=NCCC[*:1],ZINC000137578473,6
NC(N)=NCC[*:1],ZINC000137578473,4
CC[C@@H](O)C#C[*:1],ZINC000085583441,3
CCSSC[*:1],ZINC000001648264,6
ClCCN(CCCl)[*:1],ZINC000000262277,9
CN(C1CSSC1)[*:1],ZINC000000967836,4
C1SSCC1[*:1],ZINC000000967836,2
CCCN(CCC)[*:1],ZINC000101206621,7
C[C@H](C=O)CC[*:1],ZINC000002015539,6
CCC[C@@H](C=O)[*:1],ZINC000002015539,7
CC[C@@H](O)/C=C/[*:1],ZINC000100770489,4
CC(C)/C=C(\C=O)[*:1],ZINC000012953139,5
c1cnc(O[*:1])cn1,ZINC000107430576,1
CCN(CC)C(=O)[*:1],ZINC000020466091,4
O=S1(=O)C=C[C@H]([*:1])C1,ZINC000013730983,2
CN(C)C(=O)[*:1],ZINC000008299132,1
CC/C=C\CCC[*:1],ZINC000005227006,9
C=C(C)CS[*:1],ZINC000001781774,6
C/C(N)=C(/N)[*:1],ZINC000100823375,1
OC[C@@H](O)C[C@@H](O)[*:1],ZINC000095619322,9
NC(=O)[C@H](O)[*:1],ZINC000014453728,2
NC(=O)[C@H](O)C[*:1],ZINC000014453728,5
N[C@@H]1CCN[C@H]1[*:1],ZINC000022923612,2
CCOCC[*:1],ZINC000070673167,5
CCOCCC[*:1],ZINC000070673167,6
CS/C=C/CSS[*:1],ZINC000014593073,10
CS/C=C/C[*:1],ZINC000014593073,4
CC[C@@H](C)SSC[*:1],ZINC000014593073,10
C=C1C=C[C@H]([*:1])CC1,ZINC000030731483,2
O=C1C=C([*:1])CCO1,ZINC000013462805,1
C[Si](C)(C)OC[*:1],ZINC000196221474,1
C[Si](C)(C)O[*:1],ZINC000196221474,1
Cn1cncc1[*:1],ZINC000000403074,1
Cn1cncc1C[*:1],ZINC000000403074,2
CC[C@@](C)(C#N)[*:1],ZINC000100826895,3
CC[C@@](C)(C#N)O[*:1],ZINC000100826895,5
O=C(O)COC[*:1],ZINC000004260476,3
O=C(O)CC[C@@H](O)[*:1],ZINC000261496568,6
OCO[*:1],ZINC000150348370,2
CN(C)CC(=O)N[*:1],ZINC000005410405,4
CNCCCC(=O)[*:1],ZINC000002389593,8
C[C@@H](O)[C@@H](N)[*:1],ZINC000034348634,3
C[C@@H]1OC([*:1])O[C@H]1C,ZINC000001622034,1
Cc1nc([*:1])sc1C,ZINC000032153276,1
Ic1ccc([*:1])cc1,ZINC000000943309,1
CC(C)NNC(=O)[*:1],ZINC000000001579,6
N[C@H](CCCO)[*:1],ZINC000002035153,6
N[C@@H](CP(=O)(O)O)[*:1],ZINC000003873028,2
O[C@@H](/C=C/[*:1])CCl,ZINC000013386583,5
O[C@H](CCl)[*:1],ZINC000013386583,3
O=C(O)CCCN[*:1],ZINC000095619968,8
CCCC/C=C\[*:1],ZINC000070454803,9
CCCC/C=C\C[*:1],ZINC000070454803,10
O=C(O)CS[*:1],ZINC000000169889,5
Cc1coc([*:1])c1,ZINC000013374017,1
Cc1coc(C[*:1])c1,ZINC000013374017,2
CCCC/C=C/C[*:1],ZINC000005819782,9
c1nc(CC[*:1])co1,ZINC000013380571,5
c1nc(C[*:1])co1,ZINC000013380571,2
c1nc([*:1])co1,ZINC000013380571,1
C[C@@H](C[*:1])[C@@H](O)S,ZINC000095618225,5
C[C@H]([C@@H](O)S)[*:1],ZINC000095618225,3
CC[C@@H]([C@@H](O)S)[*:1],ZINC000095618225,5
O[C@@H](S)[*:1],ZINC000095618225,1
CC[C@H](C)[C@H](S)[*:1],ZINC000095618225,5
CC[C@H](C)[C@@H](O)[*:1],ZINC000095618225,7
OCCN[*:1],ZINC000001595470,5
O=Cc1cccn1[*:1],ZINC000000130187,2
CC(/C=C/[*:1])=C\CO,ZINC000012496767,3
CC[C@H](C)C(=O)[*:1],ZINC000100772820,6
C=C([C@H](C)CO)[*:1],ZINC000257407900,6
C=C(C[*:1])[C@H](C)CO,ZINC000257407900,7
C#CCNC(=O)[*:1],ZINC000015675320,3
C#CCNC(=O)C[*:1],ZINC000015675320,3
COCC[C@@H](S)C[*:1],ZINC000014589055,8
COCC[C@@H](S)[*:1],ZINC000014589055,7
CCCC[C@H](S)[*:1],ZINC000014589055,5
CCCC[C@H](S)C[*:1],ZINC000014589055,10
C[C@@H](NC(C)(C)C)[*:1],ZINC000003869638,3
C=C(C[*:1])[C@@H](O)CO,ZINC000015061220,8
C[C@@H](Cl)[C@](C)(O)[*:1],ZINC000257423765,3
C[C@@H](Cl)[*:1],ZINC000257423765,1
C1=N[C@@H]([*:1])CC1,ZINC000003870283,1
C[C@H](O[*:1])[C@@H](C)O,ZINC000257781298,3
O=C(O)CCSC[*:1],ZINC000001586443,9
O=C(O)CCS[*:1],ZINC000001586443,7
O=C1C=C[C@@H](C[*:1])O1,ZINC000005513289,3
O=C1C=C[C@@H]([*:1])O1,ZINC000005513289,1
C/C(=C/CO)CC[*:1],ZINC000014592328,8
C=C(CO)[C@H](O)[*:1],ZINC000014592328,7
C/C(=C/CO)C[*:1],ZINC000014592328,4
C=C(CO)[C@H](O)C[*:1],ZINC000014592328,8
CCC(=O)NC[*:1],ZINC000001606052,3
NCC(=O)N[*:1],ZINC000001708196,2
C1=C[C@@H]2O[C@@H]2C([*:1])=C1,ZINC000030728630,1
C[C@H](O)C#C[*:1],ZINC000257621093,1
CC(C)CCCC[*:1],ZINC000001602836,9
C=C[C@@H](O)C/C=C/[*:1],ZINC000003630807,7
CN1CCCC[C@@H]1[*:1],ZINC000003954487,2
Clc1ccc([*:1])s1,ZINC000524729864,1
CC(C)(C(=O)O)[*:1],ZINC000000007993,1
CN(C)C(=O)C[*:1],ZINC000072321317,1
C[C@H]1CCCC[C@@H]1[*:1],ZINC000252587450,2
COC(=O)C[C@H](O)[*:1],ZINC000095619880,6
COc1cc([*:1])on1,ZINC000299754366,1
CN(C)C(=O)CC[*:1],ZINC000012496548,3
OC[C@@H]1CN[C@H]([*:1])C1,ZINC000014491654,3
C1CC(N[*:1])CCO1,ZINC000077264715,3
OCC[C@H](CO)C[*:1],ZINC000252506808,10
OCC[C@H](CO)[*:1],ZINC000252506808,9
NCC(=O)NC[*:1],ZINC000008914656,5
CCCOC(=O)C[*:1],ZINC000001848538,6
c1cc(S[*:1])ccn1,ZINC000082105373,2
CCC(=O)C[*:1],ZINC000100024297,3
CCOC(=O)C(=O)[*:1],ZINC000100024297,3
Cc1ccc([*:1])cn1,ZINC000000967331,1
NCCS[*:1],ZINC000013352038,6
CCc1ncsc1[*:1],ZINC000032153930,3
CC(=O)/C=C/C=C/[*:1],ZINC000001761712,2
CCC[C@@H](C(C)C)[*:1],ZINC000118937134,7
C1CC1CN[*:1],ZINC000604382180,3
O=C1CCC[C@@H]1C[*:1],ZINC000005158603,4
O=C1CCC[C@@H]1[*:1],ZINC000005158603,2
OC1CCC([*:1])CC1,ZINC000008383223,2
CN/C(N)=N/[*:1],ZINC000085493361,1
CC[C@H](C)C(=O)N[*:1],ZINC000003649876,5
C[C@@H]1CO[C@H](C[*:1])O1,ZINC000005735816,4
C[C@@H]1CO[C@H]([*:1])O1,ZINC000005735816,2
CC(C)=CC[C@@H](O)[*:1],ZINC000014825463,3
C1C[C@@H](CC[*:1])SS1,ZINC000085590843,4
C1C[C@@H](C[*:1])SS1,ZINC000085590843,4
C1C[C@@H]([*:1])SS1,ZINC000085590843,2
CC[C@H](S)S[C@H](S)[*:1],ZINC000095620581,7
CC[C@@H](S)[*:1],ZINC000095620581,3
CC[C@H](S)S[*:1],ZINC000095620581,5
O[C@@H]1[C@H](O)CN[C@H]1[*:1],ZINC000001492231,2
C=CCO[*:1],ZINC000096221507,5
CC[C@H]1O[C@H]1[*:1],ZINC000027638954,2
CC[C@H]1O[C@H]1C[*:1],ZINC000027638954,5
O=C(O)COCC[*:1],ZINC000001712617,7
O=C/C=C\C=C\[*:1],ZINC000013540493,2
C/C=C/C=C\[*:1],ZINC000013540493,1
O=c1ccc([*:1])co1,ZINC000257382979,1
C1=N[CH+]C(C[*:1])=N1,ZINC000103544252,3
C1=N[CH+]C([*:1])=N1,ZINC000103544252,1
Cc1cc([*:1])nn1C,ZINC000096113317,1
C=C1CN[C@H]([*:1])C1,ZINC000005157439,1
O=C(O)[C@@H]1C[C@@H]1[*:1],ZINC000002558026,1
C[C@H]1C[C@H]([*:1])OC1=O,ZINC000013462979,2
OC[C@H](O)C[C@H](O)[*:1],ZINC000003979055,9
O=C/C=C/[C@@H](O)C[*:1],ZINC000012496340,6
O=C/C=C/[C@@H](O)[*:1],ZINC000012496340,3
CC(C)/C=C/C(=O)[*:1],ZINC000005358286,5
O=C(O)C(=O)[C@@H](O)[*:1],ZINC000025669369,2
CC[C@H](C[*:1])C(=O)O,ZINC000002027353,7
Cc1cnn([*:1])c1,ZINC000952844599,1
CCCCC[C@@H](C)[*:1],ZINC000015272302,9
COC(=S)N[*:1],ZINC000014444117,4
COC(=S)NC[*:1],ZINC000014444117,6
O=C(O)[C@H](O)[C@H](O)[*:1],ZINC000000901063,3
CC(=O)N(C)CC[*:1],ZINC000033685765,8
CC(=O)N(C)C[*:1],ZINC000033685765,3
CC[C@H](O)CC[*:1],ZINC000002013201,7
CC[C@H](O)C[*:1],ZINC000002013201,5
CCC[C@H](CC)[*:1],ZINC000002013201,7
CC/C=C/CC[*:1],ZINC000002038539,5
Cn1nnnc1[*:1],ZINC000003830396,1
Cn1nnnc1S[*:1],ZINC000003830396,3
C[C@@H]([C@H](O)CO)[*:1],ZINC000001701739,5
C[C@H](O)[C@@H](CO)[*:1],ZINC000001701739,7
C[C@H](O)[C@H](O)C[*:1],ZINC000001701739,7
CCOC(=O)[C@@H](C)[*:1],ZINC000001013659,5
CC(C)=C/C=C\[*:1],ZINC000078954729,1
CS[C@@H](CC=O)C[*:1],ZINC000033506403,8
CS[C@@H](CC=O)[*:1],ZINC000033506403,8
CCC[C@H](CC=O)[*:1],ZINC000033506403,6
C1CC(C[*:1])CCO1,ZINC000263586547,3
O=CN[C@H](C(=O)O)[*:1],ZINC000001532827,1
c1coc(CO[*:1])c1,ZINC000001668230,4
C[C@@H]1CC=C([*:1])CC1,ZINC000077050244,3
CSC(C)[*:1],ZINC000002039466,3
N=C(O)[*:1],ZINC000085551904,1
C[C@@H]1S[C@@H](C)N=C1[*:1],ZINC000031500668,2
CC1=N[C@H](C)S[C@H]1[*:1],ZINC000031500668,2
C=C[C@H](O)CC[*:1],ZINC000001680040,8
C=C[C@H](O)CCC[*:1],ZINC000001680040,6
NCCCC(=O)N[*:1],ZINC000013537153,3
Cc1cccc([*:1])n1,ZINC000000967330,1
N[C@H]1CCN[C@@H]1[*:1],ZINC000022923615,2
CCOC[C@@H](O)[*:1],ZINC000013351051,8
CCCC[C@H](Br)[*:1],ZINC000070692196,7
CC(C)C[C@H](N)[*:1],ZINC000004556774,6
CC(C)C/N=C(\O)[*:1],ZINC000085663717,4
O/N=C(\O)C[*:1],ZINC000002545150,2
N[C@@H](C/C(O)=N/O)[*:1],ZINC000002545150,4
O/N=C(\O)[*:1],ZINC000002545150,1
OC1=N[C@@H]([*:1])C=C1,ZINC000005566501,1
CC(=O)O[C@H](C)C[*:1],ZINC000005751251,3
CO[C@@H](C)[*:1],ZINC000100777113,1
Nc1ccc([*:1])cn1,ZINC000085568358,1
C[C@H](/C=C\[*:1])C(=O)O,ZINC000007998855,5
NCCC(=O)N[*:1],ZINC000002040854,3
O=[S@@](CCO)[*:1],ZINC000052650196,6
O=C1C[C@@H]([*:1])C(=O)O1,ZINC000095619733,2
OC[C@H]1C=C[C@@H]([*:1])O1,ZINC000018037522,3
O=C1CO[C@@H]([*:1])CO1,ZINC000095619614,2
NCC[C@@H](O)C[*:1],ZINC000095618364,9
NCC[C@@H](O)[*:1],ZINC000095618364,6
CCCCCC#C[*:1],ZINC000013484715,6
CCO[C@@H](C)OC[*:1],ZINC000005820722,4
CC(C)[C@@](O)(CO)[*:1],ZINC000257455178,6
O=C(O)CSC[*:1],ZINC000005433876,7
CN[C@H](C(=O)O)[*:1],ZINC000085493825,3
N#CC[C@](O)(CO)[*:1],ZINC000015060513,4
C[C@H]1CCC[C@H]([*:1])N1,ZINC000004015911,2
O=CCCCC(=O)[*:1],ZINC000075518672,8
COC(=O)/C=C\C[*:1],ZINC000031284479,4
COCC(=O)NC[*:1],ZINC000022471192,8
O[C@@H]1[C@H]([*:1])OC[C@@H]1O,ZINC000257403734,2
CC(=O)OCC(C)[*:1],ZINC000000388187,5
CC(C)CC(=O)C[*:1],ZINC000014444408,4
CNC(=O)/C=C(\C)[*:1],ZINC000013827879,2
COP(=O)(OC)O[*:1],ZINC000013827879,4
CC[C@H](C)C[C@H](C)[*:1],ZINC000079566593,8
O=C(C1CCCC1)[*:1],ZINC000085592498,5
C[C@H](S)S[C@H](S)[*:1],ZINC000032163196,7
C[C@H](S)S[C@@H](C)[*:1],ZINC000032163196,8
C[C@H](S)S[*:1],ZINC000032163196,2
O=C(O)[C@H](O)[C@@H](O)[*:1],ZINC000004215172,3
C/C=C\C[*:1],ZINC000095099581,2
C/C=C\CC[*:1],ZINC000095099581,4
C/C=C\C(=O)[*:1],ZINC000014591970,2
C/C=C\C(=O)[C@@H](C)[*:1],ZINC000014591970,3
C=CCNC(=O)N[*:1],ZINC000012489800,5
Cc1cc(C)n([*:1])n1,ZINC000230208075,1
C/C=C\[S@@](=O)C[*:1],ZINC000014680223,4
C/C(C=O)=C\C=C\[*:1],ZINC000100782928,2
O[C@@H]1CCCN[C@@H]1[*:1],ZINC000082402583,3
CN(C(=O)C1CC1)[*:1],ZINC000263586491,2
OC[C@]1([*:1])CO1,ZINC000014689034,2
C/C(=C\[*:1])CCCO,ZINC000014594127,8
O=CC[C@@H](O)CO[*:1],ZINC000085593034,8
O=CC[C@@H](O)C[*:1],ZINC000085593034,7
O=CC[C@@H](O)[*:1],ZINC000085593034,5
Cc1cnc(C[*:1])o1,ZINC000032166953,3
Cc1cnc([*:1])o1,ZINC000032166953,1
C=C=C[*:1],ZINC000001850304,1
C=C=C[C@@H](C)[*:1],ZINC000001850304,3
CC(C)(O)C(=O)O[*:1],ZINC000514288155,2
CCCC[C@H](O)C[*:1],ZINC000085663650,10
CCCC[C@H](O)[*:1],ZINC000085663650,8
OC[C@@H]1O[C@@H]1[*:1],ZINC000005131853,3
OC[C@@H]1O[C@@H]1C#C[*:1],ZINC000005131853,2
OC[C@H]1O[C@@H]1C#C[*:1],ZINC000005131853,3
ClC(Cl)[*:1],ZINC000005454973,1
C=CCC(=O)N[*:1],ZINC000054399384,2
C=CCC(=O)NC[*:1],ZINC000054399384,4
OC[C@@]1([*:1])CO1,ZINC000014689038,2
C/C=C/CCC[*:1],ZINC000685935504,7
C/C=C/CCCC[*:1],ZINC000685935504,7
OC(O)=C(O)[*:1],ZINC000100359496,1
COC[C@H](O)[*:1],ZINC000012897565,3
COC[C@H](O)C[*:1],ZINC000012897565,8
C=C[C@H](OC(C)=O)[*:1],ZINC000001537690,2
CC[C@@H](C)[C@H](N)[*:1],ZINC000040439612,6
CCNC(=O)[*:1],ZINC000001599098,3
CSC/C(C)=C/[*:1],ZINC000033839397,6
C/C=C(/CSC)[*:1],ZINC000033839397,7
C/C=C(\C)C[*:1],ZINC000033839397,3
C/C=C(\C)CS[*:1],ZINC000033839397,6
C=C(C)C(=O)O[*:1],ZINC000238745618,2
CCCCSS[*:1],ZINC000013380449,8
CC[C@H](C)[C@H](O)[*:1],ZINC000014414838,6
C/C(C=O)=C/C=C/[*:1],ZINC000257404321,2
O=c1ccn(C[*:1])o1,ZINC000006119078,2
O=c1ccn([*:1])o1,ZINC000006119078,1
CCCCC(=O)[*:1],ZINC000001850294,7
Cc1occc1S[*:1],ZINC000001850294,4
Cc1occc1[*:1],ZINC000001850294,1
NCCCC[C@@H](N)[*:1],ZINC000004556739,7
CNCCO[*:1],ZINC000085597124,5
O=C1C=C([*:1])[C@H](O)O1,ZINC000040873334,1
CCC(=O)[C@@H](C)[*:1],ZINC000014491215,6
CC(=C/CO)/C=C/[*:1],ZINC000257532774,2
CN[C@@H](C)[C@@H](O)[*:1],ZINC000000056401,4
C=C/C=C\[*:1],ZINC000004758198,1
O=C(C[*:1])NC1CC1,ZINC000008792540,1
OC[C@@H]1CO[C@@H]([*:1])O1,ZINC000005933622,5
C/C(=C\C(=O)O)C[*:1],ZINC000033840546,3
O=C1NC=N[C@@H]1C[*:1],ZINC000003650147,2
O=C1NC=N[C@@H]1[*:1],ZINC000003650147,1
OCCN(CCO)[*:1],ZINC000001683490,9
C#CCC[*:1],ZINC000015270293,2
C#CCCC[*:1],ZINC000015270293,4
C#CCCCC[*:1],ZINC000015270293,8
C#CCCCCC[*:1],ZINC000015270293,9
OCC(O)(CO)[*:1],ZINC000005131770,6
C/C=C\S[*:1],ZINC000014679897,2
C/C=C\S[C@@H](CC)[*:1],ZINC000014679897,8
CC(=O)/C=C\CC[*:1],ZINC000013547256,7
CC(=O)/C=C\C[*:1],ZINC000013547256,4
c1nnnn1[*:1],ZINC000079193957,1
CN1CCC[C@@H]1[*:1],ZINC000257439621,3
