fragment_smiles,source_label,n_conformers
C/C(C=O)=C/C=C\[*:1],ZINC000013397699,2
CN[C@@H](C(=O)O)[*:1],ZINC000013356517,3
NCCC[C@H](N)[*:1],ZINC000034259487,9
CC[C@@H](OC(C)C)[*:1],ZINC000002109869,3
CCC[C@H](O)C[*:1],ZINC000012153559,8
c1c[n+](CC[*:1])c[nH]1,ZINC000085627010,3
c1c[n+](C[*:1])c[nH]1,ZINC000085627010,2
c1c[n+]([*:1])c[nH]1,ZINC000085627010,1
C=C(C)[C@@H](O)[C@H](Cl)[*:1],ZINC000005158385,7
CCCOC[*:1],ZINC000002955377,4
O[C@H]1CS[C@H]([*:1])CS1,ZINC000003861336,2
CCC1([*:1])CCCC1,ZINC000150344181,3
C[C@@H](CO)C[C@@H](O)[*:1],ZINC000015214213,7
C[C@@H]1CO[C@](C)([*:1])O1,ZINC000006031308,2
C=C1CCC([*:1])CC1,ZINC000005439913,2
C=CC(=O)N[*:1],ZINC000002020126,2
O=CCC/C=C/[*:1],ZINC000005132840,5
C=C[C@@H](O)/C=C/[*:1],ZINC000085831969,4
O=C(O)[C@H](CS)C[*:1],ZINC000014589087,7
C/C(=C/CO)CO[*:1],ZINC000257393398,4
CC/C=C\[C@H](O)[*:1],ZINC000031154969,4
C/C=C/[C@@H](C(=O)O)[*:1],ZINC000002570845,4
C/C=C/[C@H](CCC)[*:1],ZINC000002570845,6
O[C@@H]1C=N[C@H]([*:1])C1,ZINC000001529908,2
CC(=O)[C@H](C)S[*:1],ZINC000039365142,7
CC1=C([*:1])CCO1,ZINC000032163897,1
CC(C)[C@@H](C=O)[*:1],ZINC000032006109,6
O=C(/C=C/CO)[*:1],ZINC000014454534,5
Cc1cccnc1[*:1],ZINC000096112393,1
CCSS[C@@H](SC)[*:1],ZINC000015204798,9
C[C@H](S)C(=O)C[*:1],ZINC000032167694,5
CCC(=O)[C@@H](S)[*:1],ZINC000032167694,6
CCC(=O)[C@H](C)[*:1],ZINC000032167694,5
C[C@@H](CO)CCN[*:1],ZINC000034660468,10
O=C(C#C[*:1])[C@@H]1CO1,ZINC000085954352,2
O=C([C@@H]1CO1)[*:1],ZINC000085954352,2
OCC1=CCO[C@@H]1[*:1],ZINC000257416273,3
CC(C)/C=C\[C@H](C)[*:1],ZINC000257512288,3
C[C@H](N)C(=O)[*:1],ZINC000053165481,2
CC(=O)C[C@H](C)[*:1],ZINC000033639584,2
CC(=O)C[C@H](C)S[*:1],ZINC000033639584,7
Nc1nc([*:1])cs1,ZINC000012503091,1
O=C1C[C@H]([*:1])CN1,ZINC000085567279,2
CS[C@@H](C)SSC[*:1],ZINC000014593593,10
CS[C@@H](C)SS[*:1],ZINC000014593593,8
CS[C@@H](C)[*:1],ZINC000014593593,2
C=CCSS[C@H](C)[*:1],ZINC000014593593,5
Sc1ccccc1[*:1],ZINC000021303045,1
C[C@H]1OC([*:1])O[C@@H]1C,ZINC000095618259,2
C(=C/[*:1])/c1ccco1,ZINC000016892206,2
CN(C)C(=O)O[*:1],ZINC000000703826,1
N[C@@H](C=O)[*:1],ZINC000012496938,2
N[C@@H](C=O)[C@@H](O)[*:1],ZINC000012496938,5
C1O[C@H]1CO[*:1],ZINC000011765976,4
C1O[C@H]1C[*:1],ZINC000011765976,3
CC1=CCC[C@@H]([*:1])C1,ZINC000014588922,1
N[C@@H](CO)[C@H](O)[*:1],ZINC000100298803,7
O=C1CC[C@@H]1CC[*:1],ZINC000002570064,5
O=C1CC[C@@H]1C[*:1],ZINC000002570064,3
O=C1CC[C@@H]1[*:1],ZINC000002570064,2
O=C[C@H](O)C[*:1],ZINC000003869936,4
Cc1cc([*:1])ccn1,ZINC000013306845,1
CC1=CC(=O)[C@@H]([*:1])O1,ZINC000014439157,2
O=COCCCC[*:1],ZINC000001680396,9
C=CCSC[C@@H](N)[*:1],ZINC000001621720,8
C1CS[C@H]([*:1])SS1,ZINC000002020145,3
O=C(O)CCC#C[*:1],ZINC000014447609,4
OC/C=C\C#C[*:1],ZINC000014447609,3
C[C@@H]1CCCC[C@H]1[*:1],ZINC000252585113,2
C=C([C@H](C)C(=O)O)[*:1],ZINC000257465870,6
O=C(O)[C@H](CO)N[*:1],ZINC000095619745,5
OC[C@H](O)[C@H](CO)[*:1],ZINC000000895271,7
C[C@H](C[*:1])N=C=S,ZINC000000167189,5
C[C@@H](N=C=S)[*:1],ZINC000000167189,3
CC[C@H](N=C=S)[*:1],ZINC000000167189,7
c1cc(C[*:1])cs1,ZINC000035446711,2
CN1CCC[C@@H]([*:1])C1,ZINC000003683831,3
CCOC(=O)[C@H](N)[*:1],ZINC000075110757,4
CC/C=C/CC(=O)[*:1],ZINC000012153785,7
C=CC(=O)C/C=C/[*:1],ZINC000012153785,7
C[C@H]1CCO[C@@H]([*:1])C1,ZINC000004082318,2
C/C=C(\C)C(=O)N[*:1],ZINC000014502767,2
C=C1CC[C@]2([*:1])C[C@H]12,ZINC000001599725,1
C1CC[C@@H](O[*:1])OC1,ZINC000118913883,2
C1CC[C@@H]([*:1])OC1,ZINC000118913883,2
C[C@@H](O)CNC(=O)[*:1],ZINC000096116344,7
NC(=O)N/N=C/[*:1],ZINC000253499001,2
C[C@@H](CS[*:1])C(=O)O,ZINC000015261361,8
O[C@H]1CC[C@@H]([*:1])CC1,ZINC000100395869,2
C=C(CCCC)[*:1],ZINC000095618203,6
CC(=O)CC[C@@H](O)[*:1],ZINC000005159654,7
CC[C@@H](C)C(=O)S[*:1],ZINC000016343182,6
CC(C)(O)C(=O)[*:1],ZINC000014650318,2
CC(C)(O)C(=O)C[*:1],ZINC000014650318,5
C/C(=N\N)[*:1],ZINC000012658832,1
CCC(=O)/C=C/C[*:1],ZINC000005460778,6
CCC/C=C/C(=O)[*:1],ZINC000005460778,7
CC/C(C=O)=C\[*:1],ZINC000031284465,5
S[C@H]1C=C([*:1])SC1,ZINC000060159425,2
CC1=C[C@H]([*:1])CS1,ZINC000060159425,1
O=C1C=CC[C@H]([*:1])O1,ZINC000013118173,2
C[C@H](OC[C@@H](C)O)[*:1],ZINC000000404381,4
C[C@@H](O)CO[*:1],ZINC000000404381,4
C[C@@H](CO)O[*:1],ZINC000000404381,3
C[C@@H](CO)OC[*:1],ZINC000000404381,7
C=C[C@@](C)(OC=O)[*:1],ZINC000001851023,5
OC[C@@H]1CO[C@H]([*:1])O1,ZINC000001719252,4
CC1(C)O[C@H]1[C@@H](O)[*:1],ZINC000257555486,2
NC(C(=O)O)[*:1],ZINC000000895421,2
CN1CCC[C@@]1(O)[*:1],ZINC000003869622,2
CC(=O)CO[*:1],ZINC000006624378,5
CSCOC(=O)C[*:1],ZINC000022000224,6
CSCOC(=O)[*:1],ZINC000022000224,7
CCSS/C=C/[*:1],ZINC000033951646,7
C/C=C/SSC[*:1],ZINC000033951646,6
CC(=O)[C@@H](C)C(=O)[*:1],ZINC000032167539,6
C1CSC([*:1])=N1,ZINC000002038687,1
O=C1CCS[C@H]1C[*:1],ZINC000032175843,5
O=C1CCS[C@H]1[*:1],ZINC000032175843,2
C=CCSSSC[*:1],ZINC000001633229,9
C1=C([*:1])NCCS1,ZINC000100013228,1
C[C@@](O)([C@H](O)CO)[*:1],ZINC000085994613,7
C[C@H]([C@H](C)O)[C@@H](N)[*:1],ZINC000014419734,6
O[C@@H](C(Cl)(Cl)Cl)[*:1],ZINC000003875798,1
CC1=N[C@H]([*:1])S[C@@H]1C,ZINC000029786610,2
C=CCN[*:1],ZINC000253476137,5
c1cc(CO[*:1])co1,ZINC000015219983,5
OCC[C@H](S)CC[*:1],ZINC000004271681,9
OCC[C@H](S)C[*:1],ZINC000004271681,8
OCC[C@H](S)[*:1],ZINC000004271681,6
CCC[C@H](CCO)[*:1],ZINC000004271681,9
CCC[C@@H](S)C[*:1],ZINC000004271681,9
CCC[C@@H](S)CC[*:1],ZINC000004271681,10
CCCC[C@](C)(O)[*:1],ZINC000055231612,9
C[C@@H](O)[C@@H](O)CC[*:1],ZINC000040164354,8
C[C@]1([*:1])CCOC1=O,ZINC000020111682,2
N[C@](O)(C(=O)O)[*:1],ZINC000085507453,1
N[C@@](O)(C[*:1])C(=O)O,ZINC000085507453,3
O=C/C=C/C(=O)C[*:1],ZINC000014619641,6
O=C/C=C/C(=O)[*:1],ZINC000014619641,4
CCn1cccc1[*:1],ZINC000008728204,2
C[C@@H](N)/C(O)=N/[*:1],ZINC000094437881,3
CCOP(=O)(O)O[*:1],ZINC000001530488,4
C[C@H](O)C(=O)NC[*:1],ZINC000013437734,6
C[C@H]([C@H](O)[*:1])N(C)C,ZINC000000155911,5
O=C1CCC[C@H]([*:1])C1,ZINC000005808686,4
C[C@H](O)[C@H](O)/C=C/[*:1],ZINC000031161440,6
C[C@@](O)(C[*:1])C(=O)O,ZINC000002547723,3
CC[C@](C)(C(=O)O)[*:1],ZINC000002547723,5
CCC[C@H](C)C(C)[*:1],ZINC000071775220,8
OC[C@@H](O)CO[*:1],ZINC000003650244,5
O=C(CI)[*:1],ZINC000085856341,3
O=C(CI)C[*:1],ZINC000085856341,7
O=C(CBr)C[*:1],ZINC000085856341,5
O=C(O)[C@H]1C[C@@H]1[*:1],ZINC000002568218,1
c1cnc(O[*:1])[cH-]1,ZINC000070450882,1
O=C(O)[C@@H](S)[*:1],ZINC000003860781,3
CC(=O)[C@H](O)CC[*:1],ZINC000014495038,6
CC(=O)N1CC([*:1])C1,ZINC000824596484,2
ClC(Cl)(Br)[C@H](Br)[*:1],ZINC000003874472,3
ClC(Cl)(Br)[*:1],ZINC000003874472,1
O=C(O)C[C@H](CO)[*:1],ZINC000003593481,9
C[C@H]1CN[C@H]([*:1])C1,ZINC000001605762,3
CC(CCN)[*:1],ZINC000004658584,5
OC1=N[C@H]([*:1])C=C1,ZINC000001607934,1
S[C@@H]1CCC[C@H]([*:1])C1,ZINC000026515307,2
C[C@H]1CCC[C@@H]([*:1])C1,ZINC000026515307,2
O=C(C(Br)Br)[*:1],ZINC000045331738,3
BrC(Br)[*:1],ZINC000045331738,1
CC(=O)C(Br)[*:1],ZINC000045331738,4
CS[C@H](S)CCC[*:1],ZINC000095620494,8
CS[C@H](S)CC[*:1],ZINC000095620494,8
CS[C@H](S)C[*:1],ZINC000095620494,3
CS[C@H](S)[*:1],ZINC000095620494,2
CCCCC[C@@H](S)[*:1],ZINC000095620494,9
C[N+](C)(C)C[C@@H](O)[*:1],ZINC000000154729,3
C1CCC(C[*:1])=NC1,ZINC000030727080,3
C1CCC([*:1])=NC1,ZINC000030727080,1
C1=N[C@@H]([*:1])CCC1,ZINC000000895232,2
CCCSC(=O)[*:1],ZINC000001850875,8
O=C([C@@H](O)CO)[*:1],ZINC000000901231,4
O=C(C[*:1])[C@@H](O)CO,ZINC000000901231,6
O=C(CO)[C@H](CO)[*:1],ZINC000000901231,7
O=C(CO)[C@@H](O)C[*:1],ZINC000000901231,7
CC(C)CC[C@H](O)[*:1],ZINC000085542145,7
C[C@@H]1CC=C[C@@H]([*:1])C1,ZINC000085532312,2
Ic1ccccc1[*:1],ZINC000000388058,1
CC(C)[C@@H](C)[C@H](C)[*:1],ZINC000085972338,6
CO[C@H](C(=O)O)[*:1],ZINC000095620796,1
CO[C@@H](C[*:1])C(=O)O,ZINC000095620796,3
Sc1csc([*:1])c1,ZINC000100828523,1
Cc1cc([*:1])cs1,ZINC000100828523,1
C[C@H]1O[C@@H]([*:1])C[C@H]1O,ZINC000008602480,2
Cc1ncc(C[*:1])o1,ZINC000032166944,3
Cc1ncc([*:1])o1,ZINC000032166944,1
CC[C@@H](O)[C@H](O)C[*:1],ZINC000013336139,6
C[C@H]1CC=C[C@@H]([*:1])C1,ZINC000150348089,3
c1cnc(C[*:1])[cH-]1,ZINC000150348089,3
CCCC(=O)/C=C/[*:1],ZINC000002037700,7
C/C=C/C(=O)C[*:1],ZINC000002037700,4
C/C=C/C(=O)CC[*:1],ZINC000002037700,7
O=C/C=C\C=C\C[*:1],ZINC000086040331,5
S[C@H]1CCO[C@@H]1[*:1],ZINC000004262496,1
C[C@H]1OCC[C@@H]1[*:1],ZINC000004262496,2
C[C@@H]1C[C@H]([*:1])C(=O)O1,ZINC000001850454,2
CC(=O)CCSC[*:1],ZINC000001675676,10
CC(=O)CCS[*:1],ZINC000001675676,7
O=CCC/C=C/C[*:1],ZINC000086002189,10
CC(=O)C(=O)CC[*:1],ZINC000001683674,3
CC(=O)C(=O)C[*:1],ZINC000001683674,3
CS(=O)(=O)OC[*:1],ZINC000033357364,3
O=C(CO)C[*:1],ZINC000002005854,3
C[N+]([O-])=N[*:1],ZINC000100257520,2
C[N+]([O-])=NC[*:1],ZINC000100257520,3
C[N+]([O-])=NCO[*:1],ZINC000100257520,4
CCN1CCC[C@H]1[*:1],ZINC000012891634,4
C[C@H]1C[C@](C)([*:1])CO1,ZINC000006066725,2
C/C=C(C)\C=C/[*:1],ZINC000070454426,1
C[C@@H](O)CO[C@H](C)[*:1],ZINC000000404382,4
CC(=CCS)[*:1],ZINC000005138189,2
CSCC[C@H](CO)[*:1],ZINC000230203178,10
O[C@@H](C[*:1])C(Cl)Cl,ZINC000085548452,6
O[C@H](C(Cl)Cl)[*:1],ZINC000085548452,3
C/C=C/[S@@](=O)C[*:1],ZINC000015261407,6
C[C@@H]1O[C@@H]([*:1])O[C@@H]1C,ZINC000242554685,2
CCOC(=O)[C@@H](O)[*:1],ZINC000001648298,6
N#CSCCCC[*:1],ZINC000014766238,8
N#CSCCC[*:1],ZINC000014766238,8
N#CSCC[*:1],ZINC000014766238,6
N#CSC[*:1],ZINC000014766238,3
N#CS[*:1],ZINC000014766238,1
COC(=S)S[*:1],ZINC000035361102,4
COC(=S)SC[*:1],ZINC000035361102,7
CC[C@@H](C)C[C@H](C)[*:1],ZINC000100257573,7
NC(=O)C(Br)(Br)[*:1],ZINC000001638458,3
N#CC(Br)(C(N)=O)[*:1],ZINC000001638458,5
N#CC(Br)(Br)[*:1],ZINC000001638458,1
O=C(O)[C@@H](O)CS[*:1],ZINC000248015696,8
N#CC#C[*:1],ZINC000002040564,1
O=C(O)/C=C/C#C[*:1],ZINC000002040564,1
N#CC#CC#C[*:1],ZINC000002040564,1
N#CC[C@H](O)[*:1],ZINC000001572827,3
C=C[C@H](CC#N)[*:1],ZINC000001572827,5
CCNC(=O)NC[*:1],ZINC000030879960,3
C[C@@]1([*:1])NCCO1,ZINC000005515778,1
O=CNC[*:1],ZINC000012495781,3
N=C(CNC=O)N[*:1],ZINC000012495781,5
CCC#C[*:1],ZINC000085663761,1
CCC#CC[*:1],ZINC000085663761,2
CCC#CCC[*:1],ZINC000085663761,5
CCC#CCCC[*:1],ZINC000085663761,7
CN(C(=N)N)[*:1],ZINC000001612188,2
CN(C[*:1])C(=N)N,ZINC000001612188,3
CN(CC[*:1])C(=N)N,ZINC000001612188,8
C[C@H](S)[C@@H](C)S[*:1],ZINC000101751088,3
C[C@H](O)[C@H](C)S[*:1],ZINC000101751088,6
C[C@@H]1O[C@]1(C)[C@H](O)[*:1],ZINC000033955624,3
CC/C=C\C#C[*:1],ZINC000014884847,2
OC/C=C(\CO)C[*:1],ZINC000031165820,8
OC/C=C(\CO)[*:1],ZINC000031165820,5
C[C@@H](O)C/C=C\C[*:1],ZINC000015272645,7
C[C@@H](O)C/C=C\[*:1],ZINC000015272645,5
CC/C=C\C[C@@H](C)[*:1],ZINC000015272645,6
N#CCO[*:1],ZINC000002329102,2
C[C@H]1OCC[C@H]([*:1])O1,ZINC000038251274,2
CC/C=C/CCC[*:1],ZINC000005761880,8
O=C(O)[C@H](C1CC1)[*:1],ZINC000041047649,4
CC(=O)SC(C)(C)[*:1],ZINC000002583437,3
C=C(C[*:1])C(=O)O,ZINC000004557037,3
CC(C)[C@@H](C)[C@@H](O)[*:1],ZINC000257592879,6
c1cnc(N[*:1])nc1,ZINC000826828499,1
C1=N[CH+][N+]([*:1])=C1,ZINC000103572773,1
C#CCN(C)CC[*:1],ZINC000030879163,8
C#CCN(C)C[*:1],ZINC000030879163,7
C#CCN(C)[*:1],ZINC000030879163,3
O=c1nc([*:1])cc[nH]1,ZINC000000895210,1
Cc1nnsc1[*:1],ZINC000004221708,1
C[C@@H]1[C@H](C)CC[C@H]1[*:1],ZINC000085947592,3
C[C@H](O)CCCC[*:1],ZINC000085629686,8
O[C@H]1CCC[C@H]([*:1])C1,ZINC000253590071,2
CC[C@H](O)CO[*:1],ZINC000085569494,7
C[C@@H](CN(C)C)[*:1],ZINC000002018981,4
N[C@H](CO)[C@H](O)[*:1],ZINC000085895235,7
O=C/C=C/[C@@H]1O[C@@H]1[*:1],ZINC000005599135,3
CC[C@H]1O[C@H]1/C=C/[*:1],ZINC000005599135,4
COC(=O)[C@@H](O)C[*:1],ZINC000013341254,5
OCC1=CCO[C@H]1[*:1],ZINC000014635162,4
CC(C)NC[C@@H](O)[*:1],ZINC000005760515,5
C/C=C(/C=O)[*:1],ZINC000002037864,2
OC1=CS[C@H]([*:1])[C@H]1S,ZINC000100828532,2
C[C@H]1SC=C([*:1])[C@@H]1S,ZINC000100828532,2
C[C@H]1SC=C(O)[C@@H]1[*:1],ZINC000100828532,2
CC[C@@H](C)[C@@H](CO)[*:1],ZINC000217734957,8
CC[C@@H](O)CCC[*:1],ZINC000002031663,9
CC[C@@H](O)CC[*:1],ZINC000002031663,6
O=C1COC[C@@H]([*:1])O1,ZINC000095620430,2
c1cncc(O[*:1])c1,ZINC000096113190,2
CC(C)C(C)(O)[*:1],ZINC000002563377,3
C[C@H](C=S=O)[C@H](C)[*:1],ZINC000015119535,5
C[C@H](C=S=O)[*:1],ZINC000015119535,3
O=CC(=O)/C=C/[*:1],ZINC000015121707,2
C[C@@H]1OC([*:1])O[C@@H]1C,ZINC000014822471,3
CC1O[C@@H]([*:1])[C@@H](C)O1,ZINC000014822471,1
CC(C)[C@](C)(O)[*:1],ZINC000952844709,3
Clc1ccc([*:1])cn1,ZINC000004474604,1
Sc1coc([*:1])c1,ZINC000100828536,1
Cc1cc([*:1])co1,ZINC000100828536,1
C(C[C@H]1CS1)C[*:1],ZINC000005157060,9
C(C[*:1])[C@H]1CS1,ZINC000005157060,6
C1S[C@H]1C[*:1],ZINC000005157060,3
C1S[C@H]1[*:1],ZINC000005157060,1
CC/C(C=O)=C/C[*:1],ZINC000001850767,4
CC/C(C=O)=C/[*:1],ZINC000001850767,6
CCCSS/C=C\[*:1],ZINC000014679942,9
C/C=C\SS[*:1],ZINC000014679942,4
C/C=C\SSC[*:1],ZINC000014679942,4
C/C=C\SSCC[*:1],ZINC000014679942,9
C[C@@H](O)CCC(=O)[*:1],ZINC000005751230,8
C[C@H]1O[C@H]1/C=C/[*:1],ZINC000004025790,2
C[C@H]1O[C@H]1[*:1],ZINC000004025790,1
CN(CCO)C(=O)[*:1],ZINC000012894184,5
CC(=O)NC[C@@H](C)[*:1],ZINC000070692397,5
CS[C@@H](S)CCC[*:1],ZINC000095620495,10
CS[C@@H](S)CC[*:1],ZINC000095620495,9
CS[C@@H](S)C[*:1],ZINC000095620495,6
CS[C@@H](S)[*:1],ZINC000095620495,3
CNC(=O)C[*:1],ZINC000001845768,1
CNC(=O)CC[*:1],ZINC000001845768,3
O=C(CCl)NCC[*:1],ZINC000001321531,9
O=C(CCl)NC[*:1],ZINC000001321531,6
O=C(CCl)N[*:1],ZINC000001321531,3
C[C@@H](CO)[C@H](S)C[*:1],ZINC000014589115,7
C[C@@H](CO)[C@H](S)[*:1],ZINC000014589115,6
CC[C@H]([C@@H](C)CO)[*:1],ZINC000014589115,10
CC[C@@H](S)[C@H](CO)[*:1],ZINC000014589115,7
CC[C@@H](S)[C@@H](C)[*:1],ZINC000014589115,6
CC[C@@H](S)[C@@H](C)C[*:1],ZINC000014589115,10
C[C@H]1CCCN([*:1])C1,ZINC000004082296,2
C/C=C/C=C/C[*:1],ZINC000002384555,3
NN[*:1],ZINC000000193573,1
CCC[C@H](C)CC[*:1],ZINC000086050396,8
C1CC(N[*:1])CCN1,ZINC000096296112,4
C[C@H](CN)[*:1],ZINC000004658588,2
COCC(=O)[*:1],ZINC000014454936,4
O[C@H]1CCCN[C@@H]1[*:1],ZINC000082395907,1
Cc1nnc(C[*:1])o1,ZINC000035442634,2
O=C(CCCl)O[*:1],ZINC000253499853,6
N/C(=C/[*:1])C(=O)O,ZINC000012494996,1
C[N+]1(C)CCC[C@H]1[*:1],ZINC000019760568,2
CC(C)=C(C=O)[*:1],ZINC000015221828,2
C[C@@](O)([C@@H](O)CO)[*:1],ZINC000015120791,5
C1=NCC/C1=C/[*:1],ZINC000095620530,1
COC(=O)[C@@H](C)N[*:1],ZINC000059409814,5
O=P(O)(O)OCC[*:1],ZINC000001532839,2
O[C@@H]1CCC[C@H]([*:1])C1,ZINC000003861086,2
O=C[C@@H](O)[C@H](O)[*:1],ZINC000100005530,5
O=C(O)[C@@H]1O[C@@H]1[*:1],ZINC000034499759,1
CC/C=C/CCO[*:1],ZINC000005761901,9
O=C(NC1(O)CC1)[*:1],ZINC000000897440,3
OC1([*:1])CC1,ZINC000000897440,1
CC(C)[C@@H](CCN)[*:1],ZINC000004046504,9
CN1CC=C([*:1])CC1,ZINC000003913688,2
CCCCSCC[*:1],ZINC000001586752,9
CCCCSC[*:1],ZINC000001586752,10
NC1=N[C+]([*:1])C=C1,ZINC000150351719,1
NC1=N[C+](C[*:1])C=C1,ZINC000150351719,2
C[C@H]1N=C([*:1])CO1,ZINC000031274102,1
CC1=N[C@H]([*:1])OC1,ZINC000031274102,1
CS[C@@H](C)C[*:1],ZINC000043618606,5
CC(=O)/C=C/[C@@H](O)[*:1],ZINC000014815479,8
C[C@@H](S)[C@H](O)[*:1],ZINC000004501355,2
C[C@H]([C@@H](C)S)[*:1],ZINC000004501355,3
C[C@@H](O)[C@H](S)[*:1],ZINC000004501355,3
C[C@H]1OC[C@@H]([*:1])O1,ZINC000006031279,2
C=C[C@@H](CC=O)[*:1],ZINC000001850913,7
OCC[C@H](O)CC[*:1],ZINC000014616800,9
OCC[C@H](O)C[*:1],ZINC000014616800,7
O=CCOCC[*:1],ZINC000001850818,9
O=CCOC[*:1],ZINC000001850818,7
O=CCO[*:1],ZINC000001850818,5
C=C(C(C)C)[C@@H](O)[*:1],ZINC000100777377,4
C[C@H](C(C)(C)C)[*:1],ZINC000002039808,1
O=C1OCC[C@@H]1[*:1],ZINC000085891461,2
O=C1C=CC(=O)N1[*:1],ZINC000150344042,1
O=C(O)/C=C/C=C/[*:1],ZINC000013433784,1
CC/C=C/C/C=C/[*:1],ZINC000013433784,4
CN[C@H](C)[C@@H](O)[*:1],ZINC000000074840,5
O=C1CC[C@@H]([*:1])C1=O,ZINC000001850928,2
N=C(C(=O)O)[*:1],ZINC000000895921,1
N=C(C[*:1])C(=O)O,ZINC000000895921,2
CN(C)C(=O)CO[*:1],ZINC000002092096,4
O[C@H]1CCCN[C@H]1[*:1],ZINC000082402586,3
C[S@@](=O)C[C@H](N)[*:1],ZINC000005339227,4
CC[C@H](O)CCC[*:1],ZINC000002003567,10
CCCC[C@@H](O)[*:1],ZINC000002003567,6
CCCC[C@@H](O)C[*:1],ZINC000002003567,9
C=Cc1scnc1[*:1],ZINC000000407074,2
C[C@@H](CO)C[C@H](O)[*:1],ZINC000015214211,5
CC[C@H](S)SCC[*:1],ZINC000095620550,9
CC[C@H](S)SC[*:1],ZINC000095620550,6
CCCS[C@@H](S)[*:1],ZINC000095620550,5
CCCS[C@@H](S)C[*:1],ZINC000095620550,7
C[C@@H](N)[C@@H](O)[*:1],ZINC000000034160,3
CSC(=O)[C@H](C)[*:1],ZINC000090412744,4
CCC(=O)O[C@@H](C)[*:1],ZINC000090412744,2
CNC[C@H](O)C[*:1],ZINC000000873744,8
CNC[C@H](O)CO[*:1],ZINC000000873744,10
Cc1nc([*:1])c(C)o1,ZINC000032135581,1
O=C(C#C[*:1])[C@H]1CO1,ZINC000256166179,2
O=C([C@H]1CO1)[*:1],ZINC000256166179,2
CCC[C@@H](CC)[*:1],ZINC000001690417,8
CCc1nnc([*:1])o1,ZINC000035462256,3
CN1CCC[C@@H]1C[*:1],ZINC000014653876,4
OCC#CC#C[*:1],ZINC000014495069,1
O=C(O)/C=C\C#C[*:1],ZINC000014495069,1
OCC#C[*:1],ZINC000014495069,1
CC(CC(=O)O)[*:1],ZINC000000388188,5
C[C@@H](CO)[C@@H](S)C[*:1],ZINC000014589116,6
C[C@@H](CO)[C@@H](S)[*:1],ZINC000014589116,5
CC[C@@H]([C@@H](C)CO)[*:1],ZINC000014589116,10
CC[C@H](S)[C@H](CO)[*:1],ZINC000014589116,10
CC[C@H](S)[C@@H](C)C[*:1],ZINC000014589116,7
O=C1C=C([*:1])CCC1,ZINC000003860608,1
O[C@H]1CCO[C@@H]1[*:1],ZINC000005736100,2
C[C@H](CN)C[*:1],ZINC000002041177,6
CC[C@@H](CN)[*:1],ZINC000002041177,6
CCC(C)(C)CC[*:1],ZINC000001699558,8
CCC(C)(C)C[*:1],ZINC000001699558,4
CCCC(C)(CC)[*:1],ZINC000001699558,6
CCCC(C)(C)[*:1],ZINC000001699558,3
CCCC(C)(C)C[*:1],ZINC000001699558,9
NC(=O)CCC(=O)[*:1],ZINC000003869625,6
CC/C=C(\C)[*:1],ZINC000107434021,2
CC/C=C(\C)[C@H](O)[*:1],ZINC000107434021,5
C[C@H](C(=O)O)[C@@H](O)[*:1],ZINC000107434021,6
C[C@@H](O)CC(=O)C[*:1],ZINC000257551526,5
C[C@@H](O)CC(=O)[*:1],ZINC000257551526,5
C#CC[C@@H](C(=O)O)[*:1],ZINC000000402661,4
CC(C)(/C=C/[*:1])OO,ZINC000085644627,4
C=C(C)[C@](C)(O)[*:1],ZINC000055231618,3
C1=N[CH+]N=C1C[*:1],ZINC000150344663,3
C1CO[C@H](CN[*:1])C1,ZINC000002111726,5
C[C@@H]1OC([*:1])=CC1=O,ZINC000100009149,1
CCCNC(=O)O[*:1],ZINC000004027166,5
CCSS[C@@H](CC)[*:1],ZINC000015204800,9
C[S@](=O)C[C@@H](N)[*:1],ZINC000005339232,5
C/C(C#N)=C/[*:1],ZINC000085532036,1
C/C(C#N)=C/C[*:1],ZINC000085532036,3
C/C(C#N)=C/CO[*:1],ZINC000085532036,7
O=CC(O)[*:1],ZINC000002383087,3
O=CC(C=O)[*:1],ZINC000002383087,5
CC(C)[C@@H](O)[C@@H](O)[*:1],ZINC000256069558,5
Cn1cnc([*:1])c1,ZINC000000895896,1
Cn1cnc(C[*:1])c1,ZINC000000895896,2
OCCC[C@H](O)[*:1],ZINC000095619327,8
CC(C)C(=O)[C@H](O)[*:1],ZINC000014448218,4
C=C[C@H](C)C[C@@H](O)[*:1],ZINC000014448218,5
O[C@@H]1CCCO[C@H]1[*:1],ZINC000004654881,2
CN[C@H](C(C)C)[*:1],ZINC000085570901,4
OC[C@H]1O[C@H]1[*:1],ZINC000001534970,3
OC[C@H]1O[C@H]1C#C[*:1],ZINC000001534970,2
CS[C@@H](CCO)C[*:1],ZINC000000409333,7
CS[C@@H](CCO)[*:1],ZINC000000409333,8
CNC[C@@H](CCO)[*:1],ZINC000150345631,9
C/C(Cl)=C(\C)[*:1],ZINC000409414316,1
CC/C=C/[C@@](C)(O)[*:1],ZINC000100774339,3
CSSSS[*:1],ZINC000005734567,5
CN[C@H](C[*:1])C(=O)O,ZINC000005888070,6
CC[C@H](CCC=O)[*:1],ZINC000043502273,8
COC(C)O[*:1],ZINC000002034885,1
COC(C)[*:1],ZINC000002034885,1
c1cnc(S[*:1])cn1,ZINC000000156980,4
C[C@H]1CCO[C@@H]([*:1])O1,ZINC000004026342,1
C[C@](O)(CO)[C@H](O)[*:1],ZINC000015050132,7
