framework_scaffold	count
C1C[C@H]2CCO[C@H]2[C@@H]3C=CC[C@@H]3C1	1
c1ccnc(c1)CNCC[C@@H]2CC[C@@H](C=C2)CNCc3cnccn3	1
c1cc2c(c3c1[C@H]4[C@H](c5cc6c(cc5CCN4)OCO6)O[C@H]3O[C@@H]7CCCCO7)OCO2	1
C1CN=CCSC1	1
c1ccc(cc1)C[C@@H](CNCCc2c[nH]c3c2cccc3)NCN4CCNc5c4cccc5	1
c1ccc(cc1)c2ccc(cc2)CN[C@H]3CC[C@@H]4OC[C@H]3O4	1
c1ccc(cc1)[C@H](CCNC[C@H]2c3cc4c(cc3CCN2)OCO4)C5=CCC=CO5	1
c1ccc2c(c1)CCC(=C2)c3ccccc3C4=CCc5ccc(cc5O4)O[C@H]6CCCCO6	1
C1CC[C@H]2C[C@@H](C1)CC=C2	1
c1cc2c(cc1/C=C/[C@H]3[C@H]([C@@H]([C@@H]3/C=C/c4ccc5c(c4)OCO5)/C=C/CN6CCCCC6)CN7CCCCC7)OCO2	1
c1ccc-2c(c1)C[C@H]3c4c2ccc5c4CC[C@@H](O5)c6cccc(c6)O[C@H]7CCCC8([C@@H]7CC/N=C/NCC9(CCCC9)CCC[C@H]1CC[C@@H]3C=C1)CCCC8	1
c1ccc2c(c1)ccn2CCNCCn3ccc4c3cccc4	1
c1cc(sc1c2ccno2)[SH4]N3CCC4(CC3)OCCO4	1
c1ccc(cc1)CNC[C@@H](c2ccccc2)N3CCOCC3	1
c1ccc(cc1)C(=C2C=CCC=C2)c3cccc4c3cccc4	1
c1ccc(cc1)NCC2=CNC3=C(N2)CN=CN3	1
C1CC[C@@H]2[C@@H](C1)CC[C@@H]3C2=CC[C@H]4[C@@H]3CC[C@H]5[C@@H]4CC[C@H](C5)O[C@H]6CCCCO6	1
C1CO[C@H]2[C@@H](C1)[C@H]3C(=C2)C=C(CC3)C[C@@]45O[C@@H](CC4)CC5	1
c1ccc(cc1)NCOC[C@]23CC=C[C@@H](C2)COC3	1
C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@H]2CC[C@H]4[C@@H]3CC=C4	1
c1c2=NCCN=c2ncn1	1
C1CC[C@@H]2[C@H](C1)CC[C@@H]3[C@@H]2CCCC3	1
c1ccc(cc1)CNC[C@@H]2c3ccccc3CNC24CCCC4	1
C1CC[C@@H]2[C@H](C1)CCC[C@H]2O[C@@H]3CCCCO3	1
c1ccc2c(c1)[C@H]3C/C(=C/Nc4ccc(cc4)N[C@@H]5CC[SH4]C5)/CC=C3O2	1
c1ccc(cc1)CO[C@@H]2[C@@H]3CCC=C3CC[C@H]4[C@H]2[C@@H]5CO[C@@H]5CC4	1
c1ccc(cc1)C[C@@H]([C@@H](c2ccccc2)c3ccc4c(c3)C[C@H]([C@@H](O4)c5ccccc5)OCc6ccccc6)OCc7ccccc7	1
c1ccc(cc1)C[C@H]2[C@H]3CN(C[C@H]3[C@]4(N2)CNc5c4cccc5)c6ccc7c(c6)OCCO7	1
c1ccc(cc1)[C@H](CCN2CCCC2)c3ccc4c(c3)OCO4	1
c1ccc(cc1)CN2CCN3CCN(C[C@H]3C2)C4CCOCC4	1
c1ccn(c1)CCNCCOc2ccc3c(c2)OCCC3	1
c1ccc(cc1)c2nc(on2)CCNCCC[C@H]3CNc4ccccc4CN3	1
c1coc2c1[C@H]3CC[C@@]45CC[C@@H](C4)CC[C@H]5[C@H]3C=C2	1
c1ccc(cc1)Oc2cccc3c2[C@]45CCN[C@@H](C3)C4=CC=CC5	1
c1ccc2cc(ccc2c1)/N=N/c3ccc(cc3)c4nc5ccccc5s4	1
c1ccc(cc1)Cn2cc(c3c2cccc3)CCNc4nncs4	1
c1cc2c(cc1/C=C/C=C/CN3CCCCC3)OCO2	1
c1ccc(cc1)CN2CCC(CC2)N3CCN4[C@H](C3)Cc5c6ccccc6[nH]c5[C@H]4c7cccc8c7cccc8	1
C1C[C@H]2CO[C@@H]3[C@H]2[C@H](C1)[C@@H]4CC[C@H]5CC[C@@]4(C5)C3	1
c1ccc(cc1)CO[C@@H]2CC[C@H]3[C@H](C2)CC[C@@H]4[C@@H]3CC[C@H]5[C@@H]4CCC5	1
c1cncc2c1nc([nH]2)C[C@@H]3CC[C@@H](C=C3)CNCc4cnccn4	1
C1C[C@@H]2C(=CCN2C1)COC[C@H]3CCOC3	1
C1CN(CC1)CC[C@H]2CCOCC2	1
c1ccc(cc1)c2c3ccccc3cc4c2CCO4	1
c1ccc(cc1)OCc2cccc(c2)[C@H]3C=CNC4=C3CCCC4	1
c1ccc2c(c1)cc3c4c2c5c(cc4CN3)OCO5	1
c1ccc(cc1)C23CC4CN(C2)C(N(C4)C3)c5ccc6c(c5)OCO6	1
c1ccn(c1)CCCCN(C[C@@H]2CCCN3[C@@H]2CCCC3)CC4CC4	1
C1CC[C@H]2C[C@@H]3[C@@H](CCO3)C[C@H]2C1	1
c1ccc(cc1)COC[C@@H]2C[C@@H](OC2)O[C@@H]3CCCO[C@H]3Oc4ccccc4	1
c1ccc(cc1)[C@@H]2c3ccccc3CCN2CNCCCN4CCCCCC4	1
c1ccc(cc1)C[C@H]2COCCN2	1
c1ccc(cc1)OCCNCNc2cc3c(s2)CCCC3	1
c1ccc(cc1)NCN[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3Nc4nccc(n4)c5ccco5	1
[cH-]1cc([o+]c1)CCc2cccc(c2)OCC[C+]3C=C4C[C@@]56CCC[C@@H]5C[C@@H](C4=N3)C=C6	1
c1ccc2c(c1)C[C@H]3C[C@@]24C=C(CC=C4OC3)[C@H]5[C@H]6Cc7ccccc7[C@@]58C=CCC=C8OC6	1
C1CC2=C(COCC2)OC1	1
c1cc2c(c3c1oc(c3)CN4CCCCC4)CCC5(O2)CCCC5	1
c1ccc(cc1)/C=C/c2cccc3c2[C@@H]([C@H](O3)c4ccccc4)c5cccc6c5[C@H]([C@@H](O6)c7ccccc7)c8ccccc8	1
c1cc2c(c(c1)CC/C=C/3\CCC[C@@]4(C3)CC[C@]5(C4)C=C/C/6=C\CCC/C=C/CC#CCOCC5=C6)OCNC2	1
c1ccc(cc1)[C@@H](c2ccccc2)CCNC[C@@H]3OCCc4c3cccc4	1
c1c(nc[nH]1)CCNC[C@@H]2CCCO2	1
c1ccc(c(c1)CNCCc2c[nH]c3c2cccc3)NCN4C[C@H]5C[C@@H](C4)C6=CC=CCN6C5	1
c1cc2c(nc1)N(C3=C(C=CCN3)NC2)C4CC4	1
c1ccc2c(c1)CN[C@H](CN2)CCNc3c4c(n[nH]3)CSC4	1
C1CCC2=C[C@@H](O[C@H]2C1)/C=C\C=C\C=C\C=C/C=C/C=C/C=C\C=C/[C@@]34CCCC[C@@H]3O4	1
c1ccc(cc1)CCO[C@@H]2CC[C@@H](OC2)O[C@@H]3CCOC3	1
c1c(nc[nH]1)CCNCCON=C2CC[C@@H]3[C@@H]4CC[C@@H]5CCC[C@@H]5[C@H]4CCC3=C2	1
c1ccc(cc1)CCCN2CCOC[C@@H]2Cc3ccc(cc3)NCNc4ccc(cc4)C[C@H]5COCCN5CCCc6ccccc6	1
c1ccc(cc1)Cc2cccc(c2)CC[C@H]3CCO[C@@H]4c5c(ccc6c5OCC=C6)O[C@H]7[C@H]4OCCCCc8ccc(c(c8)CC#CC7)C3	1
c1ccc(cc1)[C@H]2c3c(cccc3O[C@H]2c4ccccc4)[C@H]5c6ccccc6O[C@@H]5c7ccccc7	1
c1ccc(cc1)CCN2CCC(CC2)Cc3ccccc3	1
c1ccc(cc1)C2=CCOc3c2ccc4c3CN(CO4)c5ccccn5	1
c1ccc(cc1)C2=COc3cc(ccc3C2)O[C@H]4C[C@@H]5CC=C[C@@H](C5)O4	1
C1CCO[C@H](C1)OCC2=CCC3=C(C2)SCCN3	1
C1C[C@H]2[C@H]3CC[C@H]4[C@@H]5[C@@]3(CO4)[C@H](C[C@@H]2C=C1)OCC5	1
c1cocc1[C@H]2[C@H]3CC[C@@H]4[C@@H]5CCCOC[C@H]5CC[C@H]4[C@@]36[C@@H](O6)CO2	1
C1CCO[C@H](C1)O[C@@]23CC[C@@H]4[C@](C2)(CC3)C[C@@H]5[C@]46CCC[C@@H]5CO6	1
C1C[C@@H]2[C@@H](C1)[C@]3(CC[C@H]4[C@@H]2C4)CO3	1
c1ccc(cc1)C2=C3[C@@H]4C[C@H](CN3CC=C2)CN(C4)CNC5CCCCC5	1
c1cc(c(cc1)N2C[C@H]3C4=CC=CCN4C[C@@H](C2)C3)N[SH4]C[C@@]56C[C@@H](CC5)CC6	1
c1ccc(cc1)[C@@H]2CN(CCO2)Cc3cncs3	1
c1ccc(cc1)C2=NN(CC=C2)Cc3nc(on3)CN4CCC5(CC4)OCCO5	1
c1ccc(cc1)CCO[C@@H]2C[C@@H]([C@H](CO2)OC/C=C\c3ccccc3)O[C@H]4CCCCO4	1
C1CC[C@H]2[C@H](C1)[C@H]3CC[C@@H]4[C@H](CC[C@H]4[C@@H]3C[C@@H]2O[C@H]5CCCCO5)CO[C@H]6CCCCO6	1
c1ccc(cc1)Sc2ccc3c(c2)NCN3	1
c1ccc(cc1)CO[C@H]2C[C@@H](OC[C@@H]2OCc3ccccc3)OCc4ccccc4	1
c1ccc(cc1)[C@@H]2C[C@@H](CC[C@@H]3Cc4ccccc4C[C@]3(C2)c5ccc6ccccc6c5)OCCc7ccc8ccccc8c7	1
c1cc(cnc1)CNCCC[C@]23CCCC[C@H]2CC[C@@H]3NCc4ccco4	1
c1ccc(cc1)NCCNCc2cc3ccccc3o2	1
c1ccc(cc1)CO[C@H]2[C@H]3c4ccccc4O[C@H]2c5ccccc5Oc6cccc(c6)CO[C@@H]7Cc8cccc3c8O[C@@H]7c9ccccc9	1
c1ccc(cc1)C[C@H]2CN3CC[C@@H](C[C@H]3CN2)N[SH4]c4ccccc4	1
C1COC=C2C1=CCC=C2	1
c1ccc(cc1)/C=C/CO[C@H]2CC[C@H]3[C@H]2C=CCC[C@@H]4C[C@@H]4C=CC3	1
C1C2[C@H]3C4[C@H]2[C@H]5C1[C@H]3C5C4	1
c1cc2c(cc1[C@@H]3CO[C@@H](CO3)c4cc5c(cc4O[C@H]6[C@@H](CC[C@H](O6)CO[C@H]7CCCCO7)O[C@H]8CCCCO8)OCO5)OCO2	1
[cH-]1cncc1C[C@@H](CCC[C@@H](Cc2ccccc2)c3ccccc3)Cc4cccc(c4)OC5CCCC5	1
C1CCO[C@H](C1)O[C@H]2C[C@H]3CO[C@@]4(C2)[C@H]3C[C@]56[C@@H]4CC[C@H](C5)CC6	1
c1cc2c3c(c1)O[C@@H]4[C@@]35CCN[C@H](C2)C5=CCC4	1
c1ccc(cc1)[C@H]2CN3CCN(C[C@@H]3c4c2c5ccccc5[nH]4)C[C@H]6CCCO6	1
c1ccc2c(c1)[C@@H]3COc4cc(cc(c4[C@@H]3O2)C5=c6ccccc6=N[CH+]5)O[C@H]7CCCCO7	1
c1ccc2c(c1)CCN(C2)CCCNCC3=CCOC34CCNCC4	1
c1csc(n1)CN2CC3(C2)CNC[C@H]4N3CCC4	1
c1ccc(cc1)C[C@H]2[C@H](CC=C[C@@H]2c3ccc4c(c3)cc(o4)c5ccccc5)c6ccccc6	1
c1ccc(cc1)C2=CCc3ccc4c(c3O2)[C@@H](CCO4)c5ccccc5OCc6ccccn6	1
c1ccc(cc1)NC[C@@H]2[C@@H]3O[C@]4([C@H]2CN([C@H]4CNC5CCCCC5)[C@H]6CCCCC6)C=C3	1
c1ccc(cc1)N2CCN(CC2)[C@@H]3C[C@@H]([C@H]4CO[C@@H]3O4)NCC5CCCCC5	1
c1ccnc(c1)NCCOc2cc3c(c4c2C=CCO4)CCCO3	1
c1coc2c1[C@@H]3CC[C@@]45CC[C@@H](C4)CC[C@H]5[C@@H]3C=C2	1
C1C[C@@H](OCC1)OC[C@H]2O[C@H](CCC2)OC/C=C/C=C/C=C/C=C/C=C/C=C/C=C/CO[C@@H]3O[C@@H](CCC3)CO[C@@H]4OCCCC4	1
c1ccc(cc1)C2=CCOc3c2ccc(c3)OC[C@H](c4ccccc4)N[SH4]c5ccccc5	1
c1ccc(cc1)[SH4]N2C[C@@H]3C[C@H](C2)C4=CC=C(CN4C3)c5cccnc5	1
C1CC[C@]2([C@@H](C1)O2)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H]3CCCC=C3	1
c1ccc(cc1)c2ccc(o2)[C@H]3CCOc4c3c5c(cc4)CC=C(O5)c6ccccc6	1
c1ccc(cc1)OCc2ccc3c(c2)Cc4ccccc4C3	1
c1ccc2c(c1)CN[C@@H](CN2)CCCNc3cc[nH]n3	1
c1ccc(cc1)CSc2nc3c(n2[C@H]4CCCO4)N=CNC3	1
c1ccc(cc1)C2CCN(CC2)C[C@H]3CSCN3	1
c1ccc(cc1)/C=C\COCC[C@@]23CC[C@H]4CCCC[C@H]4C2=CC[C@@H]5[C@H]3CC[C@@H]6[C@@H]5CCCC6	1
c1ccc(cc1)COc2cccc3c2C4=C(CCC4)CO3	1
c1c(noc1)C[C@H]2C[C@H](C2)NC3CCNCC3	1
c1ccc(cc1)[C@@H]2CC(=NN2)C3=C(c4ccccc4NC3)c5ccccc5	1
c1ccc(cc1)CCNCC[C@H](c2ccc3c(c2)OCO3)C4=COc5ccccc5C4	1
c1ccc(cc1)/C=C/c2cccc3c2Cc4cc(c(cc4C3)Cc5cccc(c5)C6CCCC6)O[C@@H]7CCCCO7	1
C1CCC2=CC=C(C[C@@H]2C1)CN[C@H]3CCC4(C3)CCCC4	1
c1ccc(cc1)[SH4]NC[C@@H]2[C@@H](CCO2)N3CCc4ccccc4C3	1
c1cocc1[C@H]2[C@H]3CC[C@@H]4[C@@H]([C@]35[C@@H](O5)CO2)CC[C@H]6[C@]47C[C@H](CCO7)OC6	1
c1cc(cc2c1cc[nH]2)CN3CC[C@@H]4CCCC[C@@H]4C3	1
c1ccc(cc1)CO[C@H]2C[C@@H]3C[C@H](C[C@H]2N3)OC/C=C/c4ccccc4	1
c1cc(cc(c1)N2CCCC[SH4]2)CNC[C@@H]3CCCN4[C@@H]3CCCC4	1
C1CC[C@H]2[C@@H](C1)CC=C3C2=CC[C@@H]4[C@H]3CCC4	1
c1ccc2c(c1)C(=CCO2)OC[C@@H]3CCC[C@H]4[C@@H]3CCCC4	1
c1ccc(cc1)Nc2nnc(s2)C3=Cc4ccccc4OC3	1
c1cc2c(cc1CN3C[C@H]4C[C@@H](C3)C5=CC=CCN5C4)c6c([nH]2)CCCC6	1
c1ccc(cc1)CO[C@H]2CC[C@H]3[C@H]2C[C@H]4C[C@H]5CCC[C@@H]5[C@@H](C3)C4	1
c1ccc2c(c1)C=Cc3ccccc3O2	1
c1ccc(cc1)Cn2cnc3c2CNCC3	1
c1ccc(cc1)NCc2cccnc2	1
c1cocc1[C@H]2[C@@H]3CC[C@H]4[C@@H]([C@@]35[C@@H](O5)CO2)CC[C@H]6[C@@]47COCC[C@H]7OC6	1
C1CCO[C@H](C1)OC/C=C/[C@H]2[C@@H]3CCC[C@@H]2OC3	1
c1cc2c(cc1NC3=CCNC3)C=CCO2	1
c1ccc(cc1)c2cnoc2c3ccccc3	1
c1cocc1[C@H]2[C@H]3CC[C@@H]4[C@@H]5CCCOC[C@@H]5CC[C@H]4[C@@]36[C@@H](O6)CO2	1
c1ccc2c(c1)[C@]34C[C@@H]5[C@H]6CC[N@@H+]([C@H]5C3)[C@@H](C6)[C@@H]4N2	1
c1ccc-2c(c1)COC[C@H]3[C@H](C4=C(CO3)OCc5ccccc5-c6ccccc6CO4)OCc7c2cccc7	1
C1CC[C@@H]2C[C@H]3[C@@H](CCO3)C[C@@H]2C1	1
c1ccc2c(c1)cc(o2)c3ccc4c(c3)OCC=C4	1
c1ccc2c(c1)[C@H]3CCN[C@@]4([C@H]3COCC4)O2	1
c1ccc(cc1)CCCN2CCOC[C@@H]2Cc3ccc(cc3)NCc4ccccc4	1
c1ccc(cc1)[C-]2Cc3ccc(cc3[O+]=C2)O[C@H]4[C@H]5CNC[C@@H]([C@H](CSSCO[C@H]5CCO4)C6=C[CH+]N=C6)CC/C=C/c7ccccc7CCCNCCN8CC8	1
c1cc(sc1)c2ccc(s2)CC3CCCCC3	1
c1ccc2c(c1)CC(=CO2)c3csc[nH+]3	1
C1C[C@@H]2CC[C@H]3[C@]2(CC3)C=C1	1
c1cc(oc1)CNC[C@H]2CO[C@H]3[C@@H]2[C@@H]4[C@]5(O4)CCCC[C@@H]5C3	1
c1cc2c(c3c(cc2)-c4c(cccc4)CCCC[C@@H]5O[C@H]6NC[C@H](CSSC[C@@]7(SSC3)CC[C@@H]5CC7)CCc8c6cccc8)cc1	1
c1ccc(cc1)CO[C@@H]2CCC[C@H]3CCC[C@@H]3[C@H]4CC[C@H](O4)C[C@@H]2OCc5cccnc5	1
C1CCC2=CC[C@@H]3[C@H]4CCC[C@H]4CC[C@@H]3[C@@H]2C1	1
c1ccc(cc1)CCO[C@H]2CC=C3CC=C[C@H]3[C@@H]4[C@H]2CCO4	1
c1ccc(cc1)N2C=C[C@@]3(CNc4c3cccc4)C5=C2COC5	1
c1ccc(cc1)CO[C@@H]2Cc3ccccc3O[C@@H]2c4ccccc4c5ccccc5[C@@H]6CCc7ccccc7O6	1
c1ccc(cc1)C[C@H]2[C@H]3CCC[C@@H]\4[C@]3(C/C=C\CCCC/C=C4)CN2	1
c1ccc2c(c1)c3c([nH]2)[C@H](CCC3)NCC4=CCC=CO4	1
c1ccc(cc1)[SH4]N2CCc3ccccc3C2	1
C1C[C@@H]2CC[C@@H]3CC4=CCC[C@]24[C@@H]3C1	1
c1cc2c(cc1OC3CCCC3)CCCCCCC#C2	1
C1CCO[C@H](C1)O[C@@H]2CC=C3CC[C@H]4C[C@H](CC[C@@H]4[C@@H]3C2)O[C@H]5CCCO5	1
c1ccc2c(c1)CN[C@H](CN2)CCNc3nc(cs3)c4cccnc4	1
c1ccc(cc1)c2nc(on2)CCCN3C[C@H]4C[C@@H](C3)C5=CC=CCN5C4	1
c1c2c(nc3c1c4c(o3)CNC=N4)CCOC2	1
c1ccc(cc1)NCCN2CCc3c(c4ccccc4[nH]3)C2	1
c1ccc(cc1)CNCc2ccc(s2)c3ccc(cc3)Oc4ccccc4	1
c1ccc(cc1)CCO[C@H]2C[C@H]([C@@H](CO2)OC/C=C/c3ccccc3)O[C@H]4CCCCO4	1
C1C[C@@H]2[C@@H](COCO2)OC1	1
c1ccc2c(c1)cccc2OCCN/N=C/c3ccc(cc3)O[C@H]4CCCCO4	1
c1ccc(cc1)COC[C@H]2CC[C@H]3CC[C@@H]4[C@H]([C@@H]3C2)CC=C5C4=CC[C@H]6[C@H]5CC[C@H](C6)OCc7ccccc7	1
c1cc2c(cc1/C=C/[C@H]3[C@H]([C@@H]([C@H]3/C=C/c4ccc5c(c4)OCO5)CN6CCCC6)CN7CCCCC7)OCO2	1
c1cc(oc1)CN2CCCCC2	1
C1C[C@H]2C[C@@H](C1)C3=C(C2)C=CCO3	1
c1ccc2c(c1)CCCC3=CCC(=CC=C23)NCCCCCCNC[C@@H]4C[C@@H]5C[C@@H]4C=C5	1
c1ccc(cc1)[C@@H]2c3ccccc3CC[C@H]2CO[C@H]4CCCO4	1
c1ccc(cc1)CO[C@@H]2C[C@H]3[C@@H]2C=CCC3	1
c1cc(ncc1)[C@H]2CCCCC2	1
c1ccc(cc1)C[C@H]2CN/C=C\c3ccc(cc3)O[C@@H]([C@@H](CN2)NC[C@H]4CCCN4)c5ccccc5	1
C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@H]2CC[C@H]4[C@@H]3CC[C@@H]4C5=CCOC5	1
C1C[C@@H](CNC1)N2CC3=C[C@@H]4[C@H](O4)C=C3C2	1
c1cc(oc1)CN2CN([C@@H]3[C@H]2[C@H]4CC[C@@H]3OC4)CC5CCCCC5	1
c1ccc2c(c1)c3c4n2CCNC4=NCC3	1
c1ccc(cc1)CCCNCc2cccc(c2)[C@@H]3CCCN(C3)Cc4ccccc4	1
c1ccc(cc1)C[C@H]2C#C[C@H]3CN[C@H]4CCC[C@@H]5[C@@]4([C@@H]3CCCC[C@@H]2c6ccccc6)c7ccccc7CC5	1
c1ccc(cc1)C2=CCOc3c2cccc3CN4CCCC4	1
c1cc(cc(c1)CC2=CCC=CC2)CC3=CCC=CC3	1
C1CC[C@H]2[C@@H](C1)CC[C@@H]3[C@H]2CC[C@H]4[C@H]3CC[C@@H]5[C@@H]4CC=CC5	1
c1ccc(cc1)COc2ccc(cc2)/C=N/Nc3nc4cncnc4n3[C@H]5CCCO5	1
c1cocc1[C@@H]2C[C@@H]3[C@@]4([C@H]2CC[C@H]5[C@H]4CC[C@@H]6[C@@]57CCC[C@@H]7OC6)O3	1
c1ccc(cc1)/C=C/CO[C@H]2CC[C@H]3[C@H](C2)CC[C@@H]4[C@@H]3CC=C5[C@H]4CC[C@@H]6[C@H]5CCCC6	1
C1CC[NH2+]CC1	1
c1ccc(cc1)c2c(cn(n2)c3ccccc3)COc4ccc5c(c4)OC=C(C5)Oc6ccccc6	1
c1ccc(cc1)NCN[C@H]2C[C@H]([C@@H]3OC[C@H]2O3)N4CCN(CC4)c5ccccc5	1
c1ccc(cc1)CCNCC2CCN(CC2)CCCC3=Cc4ccccc4OC3	1
C\1C[C@H]2[C@@H](O2)[C@H]3[C@@H](CCO3)[C@@H](C/C=C1)OC[C@H]4CO4	1
c1ccc(cc1)CNCN[C@H]2CO[C@H]3[C@@H]2OC[C@@H]3Nc4nccc(n4)c5ccccc5	1
c1cnccc1O[C@H]2CCCCO2	1
C1CC[C@H]2[C@H](C1)CC[C@@]34[C@@H]2C[C@H]5[C@@H](C3)[C@H]5C4	1
c1ccc(cc1)/C=C/CNC2=C[C@@H]3C[C@@H]3C2	1
c1cc(ccc1n2ccnc2)Oc3nnnn3[C@H]4CO[C@H]5[C@@H]4OCC5	1
c1ccc(cc1)COc2ccc3c(c2)O[C@H]4C(=C3)CCO4	1
c1ccc(cc1)CCCOc2ccc3c(c2)OCC4=C3CCC4	1
c1ccc(cc1)COC[C@H]2[C@@H](C[C@@H]([C@H](O2)OCc3ccccc3)OCc4ccccc4)OCc5ccccc5	1
C1C2=C(NCN2)NC=N1	1
C1CC[C@@H]2[C@H](C1)CC[C@H](O2)[C@H]3C[C@@]45CCC[C@@H]([C@]46CC=CNC6)CC5=C3	1
c1ccc(cc1)/C=C\c2ccc(cc2)C[C@H]3CCCC=C3	1
c1ccc(cc1)CO[C@H]2CC[C@H]3[C@H](C2)CC=C4C3=CC[C@H]5[C@@H]4CC[C@@H]6[C@H]5CCCC6	1
c1ccc2c(c1)CN3[C@@H]2N(Cc4c3cccc4)CCCNc5c[nH]nc5	1
c1ccc2c(c1)CN(C=N2)CCCNc3ccc4c(c3)CNC=N4	1
c1ccc(cc1)C2(C=Cc3c4ccccc4ccc3O2)c5ccccc5	1
C/1C/C=C\C[C@H]2[C@@H](O2)CC/C=C1	1
c1cc2c(c(c1)CN3CCCCC3)OC=C(C2)c4ccc5c(c4)OCCO5	1
c1ccc(cc1)CNCCC2=Cc3cc4c(cc3OC2)occ4c5ccccc5	1
c1ccc2c(c1)CCCCCCCc3cc(c4c5c3C[C@@H](CO5)[C@H]6CSSCCN/C=N/[C@@H]6C#CC[C@]7(CCCC8(C7)CCCC8)NCO4)CC#C2	1
c1ccc2c(c1)cccc2CC3=CC=COC3	1
c1ccc(cc1)/C=N/[C@H]2CC[C@@H]3[C@@H]2CC[C@H]4[C@H]3CC[C@@H]5[C@@H]4CCCC5	1
c1ccc2c(c1)[C@@]34C[C@H]5[C@H]6CO[C@@H](C3=N2)C[C@H]6[C@@H]4C[NH2+]5	1
c1ccc2c(c1)CN3[C@@H]2N(Cc4c3cccc4)CCCCNc5nc6c(s5)CCC6	1
c1ccc(cc1)C2=CCOc3c2cc(cc3)CCCN4CCCC[C@@H]4c5cccnc5	1
c1ccc2c(c1)CN3[C@@H]2N(Cc4c3cccc4)CCCNCCc5ncno5	1
c1ccc(cc1)CN[C@H]2C[C@H]3CNC[C@H](N3C2)CCCN4CCN(CC4)c5ccccc5	1
c1cc(cnc1)[C@H]2C[C@H](CN2)O[C@H]3CCCCO3	1
c1ccc2c(c1)CCCN2CCNCCN3COc4c3cccc4	1
c1ccc2c(c1)CCCC3=CCC(=CC=C23)NCCNCCn4ccnc4	1
c1ccc(cc1)NCNC[C@@H]2CCC[C@H](O2)Cc3cc(on3)COc4ccccc4	1
c1ccc(cc1)CN2C[C@@H](NC2)CCCN3CCc4ccccc4C3	1
C1CC(C1)N2C[C@@H]3[C@H](C2)OCCN3	1
c1cc2c(cc1[C@@H]3[C@H]4CO[C@H]([C@@H]4CO3)c5cc6c(cc5O[C@@H]7CCCCO7)OCO6)OCO2	1
c1cc(cnc1)C2N3CC4CC(C3)CN2C4	1
c1ccc(cc1)/C=C/COC[C@H]2C[C@@H](OC2)O[C@@H]3CCCO[C@@H]3Oc4ccc(cc4)[C@@H]5CCc6ccccc6O5	1
c1ccc2c(c1)CN(C=N2)c3ccc(cc3)CNC[C@@H]4CCCN5[C@@H]4CCCC5	1
c1ccc(cc1)[C@@H]2[C@@H]3CCCC[C@H]3CCN2CCNc4cc5c(s4)CCCC5	1
c1ccc2c(c1)c3ccccc3s2	1
c1ccc(cc1)CCNCCNCCNCCc2ccccc2	1
c1ccc(cc1)CN2CC[C@@H]3CCNC[C@@H]3CC2	1
C1CCO[C@@H](C1)O[C@@H]2[C@H]3C=C[C@H]4[C@@H]3C(=CO2)CO4	1
c1ccc(cc1)CCN2C[C@H]3[C@@H](C2)[C@@]4(CNc5c4cccc5)N[C@@H]3Cc6c[nH]c7c6cccc7	1
c1ccc(cc1)CCC2=CCC3=C(O2)CCCC3	1
c1ccc2c(c1)c(c[nH]2)CCCN3CCC(CC3)CN4CCCC4	1
c1ccc2c(c1)c(c[nH]2)CN3CCCCC3	1
c1ccc(cc1)NCC[C@H]2c3ccccc3CO2	1
C1CCC2=C(C1)CC=CC2	1
c1ccc2c(c1)c3c([nH]2)CN4CCN(C[C@@H]4C3)C[C@@H]5CCCO5	1
c1ccc(cc1)c2nc(co2)CSc3nc4c(n3c5ccccc5)N=CNC4	1
c1cc(oc1)/C=C\2/Cc3ccc4c(c3O2)[C@@H](CCO4)c5ccco5	1
c1ccc2c(c1)[C@H]3[C@@H](CO2)c4cc5c(cc4O3)OCC=C5	1
c1ccc(cc1)/C=C\2/CC[C@H]3CC[C@H]4[C@@H]5CC[C@H]6CCC[C@H]6[C@H]5CC[C@@H]4[C@H]3C2	1
c1ccc2c(c1)C=C(CO2)[C@@H]3CCOc4c3c5c(cc4)CCC6(O5)CCCCC6	1
c1ccc(cc1)C2=C3[C@H]4C[C@@H](C=C3c5ccc(cc5O2)c6cc7ccccc7o6)Oc8c4cccc8	1
c1ccc(cc1)NCN[C@H]2CCN3[C@@H]2CNCC3	1
c1cocc1[C@H]2[C@@H]3CC[C@H]4[C@@H](C3=CCO2)CC[C@H]5[C@@]46COCC[C@@H]6OC5	1
c1ccc(cc1)CNCCCC2=Cc3cc4ccoc4cc3OC2	1
C1CC[C@]23C[C@H]2CCC[C@@H]3C1	1
c1ccc2c(c1)CN3CCc4c5ccccc5n(c4C3=N2)CCN6CCN(CC6)Cc7cccnc7	1
C1=NC=N[C@@H]2[C@H]1NC=N2	1
C1CC[C@H]2[C@@H](C1)CC[C@@H]3[C@H]2CC=C4[C@@H]3CC[C@H]5[C@H]4CCCC5	1
c1cc2c(c(c1)Oc3ccc4c(c3)CCCO4)CCCO2	1
C1CCO[C@H](C1)O[C@@H]2[C@H]3[C@H](C[C@H]4[C@@H]3O4)C=CO2	1
c1ccc(cc1)c2cc(on2)CNC3CCCC3	1
