framework_scaffold	count
c1ccc(cc1)Cn2cc3c4c2cccc4NCC[C@H]3c5ccccc5	3
C1C[C@H]2CCO[C@H]2[C@@H]3C=CC[C@H]3C1	3
c1cc2c3c(c1)CCN3CCC2	3
c1cocc1CC[C@H]2CCC[C@@H]3C2=CCCC3	3
C1CCC(=C=C/C=C/C=C/C=C/C=C/C=C\2/C=C(CO2)/C=C/[C@H]3CCCC=C3)CC1	3
C1CCC2=C[C@H](O[C@H]2C1)/C=C\C=C\C=C\C=C/C=C/C=C\C=C/[C@H]3C=C4CCCC[C@@H]4O3	3
C1CCC(=CC1)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H]2C=C3CCCC[C@H]3O2	3
c1ccc2c(c1)C[C@@H]3[C@@H]4[C@@]2(CCCC4)CO3	3
C1CCO[C@H](C1)O[C@@H]2CCCC=C2	3
c1c[nH]nc1	3
c1ccc2c(c1)C=C[C@H]3[C@H]2O3	3
c1ccc(cc1)CO[C@@H]2C[C@@H]3[C@@H]2C=C[C@@H]4[C@H]3CCC4	3
c1ccc(cc1)CC[C@H]2CCOCC2	3
c1nc2c(n1[C@@H]3CCCO3)N=CNC2	3
C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@H]2OCC3	3
c1ccc(cc1)CN2CCN(CC2)Cc3ccccc3	3
C1C[C@H]2[C@@H]([C@@H]1C[C@@H]3C[C@H]4[C@H](O4)CO3)CC[C@@H]5[C@@H]2C[C@H]6[C@@]7([C@@H]5CC=CC7)O6	3
C1CC[C@H]2[C@H](C1)CCC3=C2CC[C@@H]4[C@@H]3CCC4	3
C1C[C@H]2CC[C@@]34C[C@@H]5CCCN[C@H]5[C@H]6[C@@]3(CCC6)C[C@H]4[C@@H](C1)C2	3
c1cc2cc3c(cc2c(c1)O[C@H]4CCCCO4)CC=CO3	3
C1C[C@H]2CC=C[C@@H](C1)C2	3
c1ccc-2c(c1)CO[C@@H]3CCOC[C@H]3OCc4c2cccc4	3
C1C[C@@H]2[C@H](CC=C3[C@H]2CC=CC3)[C@H]4C[C@H]5[C@H]6CCO[C@@H](C6)[C@H]7[C@@]5([C@H]1CO7)O4	3
C1C[C@@H]2[C@@H]3C=CC[C@H]3CC=C[C@H]2[C@H]4[C@@H]1C4	3
c1ccc(cc1)N2CNCC(=C2)[C@H]3c4cc5c(cc4CCN3)OCO5	3
C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@@H]2CCC3	3
c1coc2c1cc3c(c2)O[C@@H]4COc5cc6c(cc5[C@H]4C3)OCO6	3
C1CCC(CC1)O[C@@H]2CCCCO2	3
c1ccc2c(c1)CCN(C2)CCNC3=CC=C4c5ccccc5CCCC4=CC3	3
c1ccc(cc1)[C@@H]2CCc3cc4c(cc3O2)OCO4	3
c1ccc(cc1)CCNCc2nnc(s2)CNc3ccccc3	3
c1ccc(cc1)NCCC2=Cc3c(ccc4c3occ4)OC2	3
c1ccc(cc1)NC[C@@H]2[C@H]3[C@@H]([C@@H]4[C@H](O2)OCO4)OCO3	3
C1C[C@@H]2CC[C@@H](O2)/C=C\[C@H]3[C@@H]1CCO3	3
c1ccc2c(c1)CCN3[C@@H]2Cc4ccccc4C3	3
c1ccc(cc1)C2=CCc3ccc4c(c3O2)[C@@H](CCO4)c5ccc6c(c5)cccn6	3
c1ccc(cc1)CO[C@H]2C[C@@H]3C[C@]4([C@H]2CCCC4)OC3	3
c1ccc(cc1)c2c3c(cc(n2)CN4CCOCC4)c5ccccc5[nH]3	3
C/1C/C=C/[C@H]2[C@H](CC/C=C1)CCO2	3
C1CCN(CC1)C[C@H]2CCCO2	3
c1cocc1[C@@H]2C[C@]3(CCC[C@H]4[C@@H]3CCCC4)CO2	3
c1ccc(cc1)c2cn3c4c(nc3n2c5ccccc5)NCNC4	3
C1CCO[C@@H](C1)OC23CCC(CC2)OC3	3
c1ccc(cc1)CNCCOc2ccccc2	3
c1ccc(cc1)/C=C/CN2CC[C@@H]3CCCC[C@@H]3[C@@H]2c4ccccc4	3
c1cc2c(cc1OCCN3C[C@H]4C[C@@H](C3)C5=CC=CCN5C4)OCC=C2	3
c1cc2c(nc1)CCCC2	3
c1ccc(cc1)/C=C\CO[C@H]2CCCO[C@H]2Oc3ccc4c(c3)OC=C(C4)c5ccc6c(c5)OCO6	3
c1ccc(cc1)CNCC[C@H]2CC[C@H]3CCCC[C@@H]3C2	3
c1ccc(cc1)NCCCN/C=C/2\CC=C3[C@H](C2)c4ccccc4O3	3
c1ccc(cc1)[C@@H]2c3cc4c(cc3C[C@H]5[C@H]2COC5)OCO4	3
c1cc2c3c(c1)C=CCN3CC2	3
c1ccc(cc1)C2=COc3c(cccc3CC4=Cc5ccccc5NC4)C2	3
c1ccc(cc1)C2=CCc3cc4c(cc3O2)OCC4	3
c1c2c(cc3c1C=CCO3)O[C@]45[C@@H]6C[C@H](C[C@H]4OC6)C=C5C2	3
c1ccc(cc1)NC[C@H]2[C@@H]3O[C@@]4([C@H]2CN([C@@H]4CN[C@H]5CCCCC5)Cc6cnccc6)C=C3	3
C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@@H]2CC=C4[C@H]3CC[C@@H]5[C@@]46C[C@@H](CC5)CO6	3
c1ccc2c(c1)[C@]34CC[N@@H+]5[C@H]3C[C@@H](CC5)C=C4N2	3
c1ccc(cc1)/C=C/2\CCCCC2	3
c1ccc2c(c1)CC[C@H]3[C@@H]2CC[C@@H]4[C@@H]3CCC4	3
c1ccc(cc1)NCCN2CC[C@H]3CCCC[C@@H]3[C@@H]2c4ccc5c(c4)OCO5	3
c1ccc(cc1)C[C@@H]2CNCCN2	3
c1ccc(cc1)COCNCCOc2cccc3c2C=CCO3	3
c1ccc2c(c1)ccn2CCNCCNC3=CC=C4c5ccccc5CCCC4=CC3	3
c1cc2c(c(c1)[C@H]3CC[C@H]3c4cccc5c4OCC=C5)OCC=C2	3
c1ccc(cc1)CN2CC[C@@H](C2)c3nnc(o3)c4ccncc4	3
c1ccc(cc1)C/C=C/CCC/C=C\Cc2ccccc2	3
c1ccc(cc1)c2ccc3ccc4c5c3c2C[C@@H]6[C@@H]5[C@H]7c8c(ccc9c8c(c(cc9)c1ccccc1)C[C@H]7O4)O6	3
c1ccc(cc1)CCNCCC2=Cc3cc4ccoc4cc3OC2	3
c1ccc(cc1)Nc2nc(cs2)[C@@H]3C[C@]4(CCOC4)CO3	3
c1ccc(cc1)CC/N=C/[C@]23CC[C@@H](C[C@H]2CC[C@@H]4[C@@H]3CC[C@H]5[C@@H]4CC[C@@H]5C6=CCOC6)O[C@@H]7CCCCO7	3
c1ccc(cc1)c2nnc(o2)C[C@@H]3CC[C@@H](C=C3)CN4CCCCC4	3
C1C[C@H]2CCC[C@H]2[C@H]3C[C@H]3C1	3
c1cc2c(cc1c3nc(on3)[C@@H]4CCCN4)OCO2	3
C1CC[C@@H]2[C@@H](C1)CC[C@@H]3C2=CC[C@H]4[C@@H]3CCC4	3
c1ccc(cc1)CN2C[C@@H]3[C@@H]([C@@H]4C=C[C@]3([C@@H]2CNC5CCCCC5)O4)CNc6ccccc6	3
c1ccc(cc1)CO[C@H]2CCCO[C@H]2Oc3ccc4c(c3)OC=C(C4)c5ccccc5	3
c1cc2c(cc1)[C@@H](c3c(cccc3)C2)[C@@H]4c5c(c(ccc5)O[C@H]6OCCCC6)Cc7c4cccc7	3
c1ccc2c(c1)ccn2CCN3CC[C@@H]4CCCC[C@@H]4C3	3
C1CCC2=CC[C@H]3C[C@H]3[C@H]2C1	3
C1CCN[C@@H](C1)C2=CNCCC2	3
C1C[C@@H]2N(C1)CSCS2	3
c1ccc(cc1)CCCCCc2ccccc2	3
c1ccc(cc1)CN[C@@H]2C[C@@H](OC2)CN3CCCCC3	3
C1CC[C@]23CC=C4[C@H]5CCC[C@@H]5CC[C@]4([C@H]2C1)OO3	3
C1CC[C@@H]2[C@@H](C1)CCC[C@H]2CCC3=CCOC3	3
c1ccc(cc1)Cc2ccccc2O[C@@H]3CCCCO3	3
C\1C[C@H]2CCO[C@@H]2[C@@H]3[C@H](O3)CC/C=C1	3
c1cc2cc3c(cc2c(c1)O[C@@H]4CCCCO4)CC=CO3	3
c1ccc(cc1)CCN2CC3=C(C=C2)OCC[C@@H]3c4ccccc4	3
c1ccc(cc1)CO[C@@H]2C[C@@H]3[C@@H]2C=C[C@H]4[C@H]3CCC4	3
c1c2c(cc3c1C=CCO3)O[C@]45[C@H]6C[C@H](C[C@@H]4OC6)C=C5C2	3
C1CC[C@H]2[C@@H](C1)CC[C@@H]3[C@H]2CCC4=C5CCCC[C@@H]5CC[C@@H]34	3
C1CC2=C(CO[C@]23C[C@@H]4CC[C@]35COCC5=C4)C=C1	3
C1CC[C@]2(CO2)[C@@H](C1)[C@H]3CO3	3
c1ccc(cc1)CN[C@@H]2CCCCCCNC2	3
C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@@H]2C[C@@H]4[C@H]3CC[C@H]5[C@H]4CN6CCCC[C@H]6C5	3
C1CC[C@@H]2[C@@H](C1)CC[C@H]3[C@@H]2CCC3	3
c1ccc(cc1)N2CC[C@@H](C2)N3CCc4c5ccccc5[nH]c4C3	3
C1CC[C@@H]2[C@@H](C1)CC[C@@H]3C2=CC[C@@H]4[C@@H]3CCC4	3
C1C[C@H]2C[C@H]2C=C1	3
C1C/C=C/CC/C=C/CC1	3
C1CCN(CC1)C[C@H]2CO[C@H]3[C@@H]2C[C@@H]4CCCC[C@@H]4C3	3
c1ccc(cc1)C2=CCc3cccc(c3O2)CC4=Cc5ccccc5NC4	3
c1ccc(cc1)/C=C\CO[C@@H]2CCCCO2	3
c1ccc(cc1)C2OCCO2	3
c1ccc2c(c1)c3c4n2CC[C@H]5[C@@H]4N(CCC5)CC3	3
c1cc(oc1)CN2CCCC2	3
C1CC[C@@H]2[C@@H](C1)CC[C@]34[C@H]2CC[C@H](C3)[C@@H]5[C@@H]4O5	3
c1ccc(cc1)CN2CCc3c(ccs3)C2	3
C1C[C@H]2[C@@]3(CC[C@H]1C3)C[C@@H]4[C@]25C=CC[C@H]4CO5	3
C1CCN(C1)CC2CC2	3
c1ccc(cc1)COC[C@@H]2CC=C[C@@H](C2)OCc3ccccc3	3
C1CCO[C@@H](C1)O[C@H]2CC[C@@H]3[C@H](C2)CC[C@H]4[C@H]3CC[C@H]5[C@@H]4CCC5	3
c1ccc(cc1)[SH4]NC2=CC=C3[C@@H]4C[C@@H](CNC4)CN3C2	3
c1c2c(ncn1)ncn2[C@H]3CCCCO3	3
C1CC[C@@H]2[C@@H](C1)CC[C@H]3[C@@H]2CC[C@H]4[C@H]3CC[C@H]5[C@H]4CCC5	3
C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@@H]2CC[C@@]45[C@@H]3CC[C@]6([C@H]4CCCC6)CO5	3
c1ccc(cc1)CCN2CC=CC3=C2N=C4C=CC=CN4C3	3
C1[C@@H](O1)CC#CC#CC[C@@H]2CO2	3
c1cc2c3c(c1)O[C@@H]4[C@]35CCN[C@H](C2)[C@@]56CC[C@@H]4C=C6	3
C1CCC2=C[C@H]3[C@@H]4[C@@H](CCC[C@@H]4[C@@H]2C1)CO3	3
c1ccc(cc1)CNCCC[C@H]2CCOCC2	3
c1ccc(cc1)CO[C@@H]2Cc3cccc(c3O[C@@H]2c4ccccc4)[C@@H]5c6ccccc6O[C@H]([C@H]5OCc7ccccc7)c8ccccc8	3
c1ccc(cc1)C[C@H]2CNCCN2	3
c1ccc2c(c1)ccn2CCCN3CCc4ccccc4C3	3
c1ccc(cc1)COC[C@@H]2C[C@@H](OC2)COCc3ccccc3	3
c1cc(cc(c1)O[C@H]2CCCCO2)c3cc4ccc(cc4o3)O[C@H]5CCCCO5	3
c1ccc(cc1)CNC[C@@H]2Cc3c[nH]c4c3c(ccc4)CN2	3
c1ccc(cc1)C2=CCOc3c2ccc(c3)OCCNc4ccccc4	3
c1ccc(cc1)CNCC[C@@H]2CC[C@H]3CCCC[C@@H]3C2	3
c1ccc(cc1)/C=C/C/C=C/c2ccccc2	3
c1ccc(cc1)C[C@@H]2[C@@H]3CCCN3[C@@]4([C@@]25CNc6c5cccc6)CNc7c4cccc7	3
c1cocc1CO[C@@H]2CCCCO2	3
C1CC[C@H]2[C@@H](C1)CC[C@@H]3[C@@H]2CC=C4[C@H]3CC[C@@]5([C@@H]4CCCC5)CO[C@H]6CCCCO6	3
c1cnccc1CC2=C[C@H]3COC4=C3[C@@]5(C2)CCCCCC6([C@@H]4C=C5)CCCC6	3
c1ccc(cc1)CNc2ccc(cc2)CC3=Cc4ccccc4CCN3	3
c1ccc(cc1)CN2CCCNc3cccnc3C2	3
c1ccc2c(c1)CC[C@H]3[C@@H]2CC[C@@H]4[C@H]3CCC4	3
c1ccc(cc1)CNC[C@@H]2N3CC[C@H](C2)CC3	3
c1ccc(cc1)COc2ccc3c(c2)OCC4=C3CCC4	3
c1ccc(cc1)C[C@H]2[C@@H](CC=C[C@@H]2c3ccc(cc3)c4cc5ccccc5o4)c6ccccc6	3
c1cc2c(c[nH]c2cc1)[C@H]3CC3	3
C1CC[C@H]2[C@H](C1)CC[C@H]3C2=CC[C@H]4[C@H]3CC[C@@H]5[C@@H]4CC[C@H](C5)O[C@H]6CCCCO6	3
c1ccc(cc1)CCNCCON=C2CC[C@@H]3[C@@H]4CC[C@@H]5CCC[C@H]5[C@H]4CCC3=C2	3
c1ccc(cc1)N2CC[C@H](C2)c3c[nH]c4c3cccc4	3
c1ccc(cc1)CN2Cc3c(ccc4c3OC=C(C4)c5ccccc5)OC2	3
c1cc2c(cc1OC[C@@H]3CCCN3)OCC=C2	3
c1ccc(cc1)c2cc3ccc4c(c3o2)CC=CCO4	3
c1ccc(cc1)OC2=COc3c(ccc4c3CN(CO4)[C@@H]5CC[SH4]C5)C2	3
c1ccc2c(c1)c3ccc4c5c3n2C[C@H]6[C@@H]5C[C@H](O4)CC6	3
c1cc2c(cc1C3=COc4cc(ccc4C3)O[C@H]5CCCCO5)OCO2	3
c1ccc(cc1)c2cc([nH]n2)[C@H]3CN4CC[C@H]3C[C@@H]4CNCNc5ccccc5	3
c1ccc(cc1)C[C@H]2CC[C@@H]3[C@]([C@@H]2OC/C=C/c4ccccc4)(CCCO3)OC/C=C/c5ccccc5	3
c1ccc(cc1)/C=C\2/Cc3ccc4c(c3O2)[C@H](CCO4)C5=Cc6ccccc6NC5	3
C1CO[C@H]2C[C@H]3CC=CC[C@@H]3[C@@H]4[C@H]2[C@H]1C=CC4	3
c1ccc(cc1)CCNCCOc2ccc3c(c2)OCCC3	3
c1ccc(cc1)[C@@H]2[C@H](Cc3ccccc3O2)O[C@@H]4CCCCO4	3
C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@H]2CC=C4[C@H]3CC[C@@H]5[C@@H]4CCCC5	3
c1cc2cc(c1)Oc3ccc(c(c3)O[C@@H]4CCCCO4)CCCCCCC2	3
C1C[C@H]2[C@@H]([C@@H]1C[C@@H]3C[C@H]4[C@@H](O4)CO3)CC[C@@H]5[C@@H]2C[C@H]6[C@@]7([C@@H]5CC=CC7)O6	3
c1ccc(cc1)/C=C/Cc2ccc(cc2)O[C@H]3CCCCO3	3
C1CC[C@]23CC=C4[C@H]5CCC[C@@H]5CC[C@]4([C@@H]2C1)OO3	3
c1ccc(cc1)c2ncc(o2)N3C[C@H]4C[C@@H](C3)C5=CC=CCN5C4	3
c1ccc(cc1)CO[C@@H]2Cc3cc(ccc3O[C@@H]2c4ccccc4)[C@H]5c6ccccc6O[C@@H]([C@@H]5OCc7ccccc7)c8ccccc8	3
c1c2c(cc3c1C=CCO3)O[C@]45[C@H]6C[C@H](C[C@H]4OC6)C=C5C2	3
c1ccc2c(c1)C=C(CO2)c3[nH]c4ccccc4n3	3
c1ccc2c(c1)CO[C@@H]2[C@H]3c4cc5c(cc4CCN3)OCO5	3
c1ccc(cc1)CNCC[C@@H](c2ccccc2)c3ccco3	3
c1ccc(cc1)CO[C@@H]2CCCO[C@@H]2OC3=C(Oc4ccccc4C3)c5ccccc5	3
c1ccc(cc1)NC2=C3Cc4ccc5c(c4C2)C[C@H](O5)OC=CCCCCCCCCC=CC=CCN3	3
c1ccc(cc1)/N=c/2\cc(oc3c2cccc3)c4ccc5c(c4)OCO5	3
c1ccc(cc1)CO[C@H]2CCCO[C@H]2OCc3ccccc3	3
c1ccc2c(c1)c(c[nH]2)/C=C/3\CNc4c3cccc4	3
c1ccc(cc1)[C@H]2[C@H](OC3=C2COc4c3cccc4)CNc5ccccc5	3
c1ccc(cc1)O[C@@H]2CCC[C@H](O2)CO[C@H]3CCCO3	3
c1ccc2c(c1)c(c[nH]2)CCNC[C@H]3CCCN3	3
c1cc(oc1)/C=C\2/CCN=C2	3
C1CC[C@H]2[C@H](C1)CCC3=C2CC=CC3	3
c1ccc(cc1)CCOc2ccccc2[C@@H]3CCOc4c3c5c(cc4)C/C(=C/c6ccccc6)/O5	3
c1ccc2c(c1)c3c([nH]2)[C@@H](NCC3)c4cccc(c4)Cn5cccn5	3
c1ccc(cc1)CNC[C@@H]2[C@@H](CCO2)N3CCN(CC3)c4ccccc4	3
C1CC[C@H]2[C@H](C1)CC[C@@H]3[C@@H]2C=CC4=C5CCCC[C@@H]5CC[C@@H]34	3
c1ccc(cc1)/C=C/CO[C@H]2CCCO[C@@H]2Oc3ccccc3	3
c1ccc2c(c1)CC=C(O2)c3ccc4c(c3)CCCO4	3
C1CC=C2[C@@H]3CCC[C@H]3CC=C2C1	3
c1ccc(cc1)[C@H]2CCCC2	3
C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@@H]2CCC4=C5CCCC[C@H]5CC[C@@H]34	3
c1ccc(cc1)CNCCCC2=Cc3ccccc3OC2	3
c1ccc(cc1)Oc2cccc(c2)COCc3ccc(cc3)O[C@H]4CCCCO4	3
c1ccc2c(c1)-c3c(ncnn3)O[C@@]4(N2)CNc5c4cccc5	3
c1ccc(cc1)[SH4]NCNN2C[C@@H]3CCC[C@H]3C2	3
C1CC[C@H]2[C@H](C1)CC[C@@]34[C@@H]2CC[C@@H](C3)[C@H]5[C@H]4O5	3
c1ccc(cc1)Nc2ccnc3c2cccc3	3
c1ccc(cc1)CN2CCN(CC2)CC3=CCOc4c3cccc4	3
c1ccc(cc1)[C@H]2c3c(c4ccccc4[nH]3)C[C@@H]5N2CN(C5)c6ccccc6CNCCC7=CCCCC7	3
c1ccc2c(c1)[C@]34CCN5[C@@H]3C[C@@H](CC5)C=C4N2	3
c1cc2c(cc1C3=COc4cc(ccc4C3)O[C@@H]5CCCCO5)OCO2	3
c1ccc(cc1)OCC2=Cc3ccccc3OC2	3
c1ccc(cc1)CN(CCc2ccc3c(c2)OCO3)Cc4ccccc4	3
c1ccc(cc1)CNCNc2ccccc2	3
C1C[C@H]2CCO[C@H]2[C@@H]3C=CCC3=C1	3
c1ccc(cc1)CN2CC[C@]3(C2)CNc4c3cccc4	3
C1N[C@H]2NCN[C@@H]2N1	3
c1ccc(cc1)c2coc3c2cc4c(c3)OCC(=C4)CCNCCc5c[nH]c6c5cccc6	3
C1CC[C@]23CC=C4[C@H]5CCC[C@H]5CC[C@]4([C@@H]2C1)OO3	3
c1ccc2c(c1)CN(C=N2)CCC[C@@H]3CCCCN3	3
c1ccc(cc1)c2coc3c2cc-4c(c3)OCc5c4cccc5	3
c1cc2c(cc(o2)CO[C@H]3CCCCO3)c4c1C=CCO4	3
c1ccc2c(c1)[nH]c(n2)c3ccc[nH]3	3
C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@@H]2CC=C4[C@H]3CC[C@@]5([C@H]4CCCC5)CO[C@H]6CCCCO6	3
c1cc2c(c(c1)O[C@@H]3CCCCO3)CC=CC2	3
c1ccc(cc1)CN2CC[C@@H](C2)c3nnc(o3)c4cccnc4	3
c1ccc(cc1)NCCOc2ccc3c(c2)c4ccnc-5c4n3Cc6c5cccc6	3
c1cc2c(n(cc2)[C@H]3CCCCC3)cc1	3
C1CCN(CC1)c2[nH]c3c(n2)NCNC3	3
c1ccc(cc1)c2c[nH]c3c2cccc3	3
c1ccc2c(c1)CNC=C2	3
c1ccc(cc1)C2=CC=C3[C@@H]4C[C@@H](CN(C4)[SH4]c5ccccc5)CN3C2	3
c1ccc-2c(c1)C[C@H]3c4c2cccc4CC[NH2+]3	3
c1ccc2c(c1)Cc3cccc(c3N2)[C@H]4CCOc5c4cc6c(c5)OCC=C6	3
c1cc2c3c(c1)[nH]cc3CCNC2	3
C1CC2=C(C1)N(CCC2)CCC/C=C/3\C=CCO3	3
C1CCO[C@H](C1)OC/C=C/C=C/[C@@H]2CCCC=C2	3
c1ccc(cc1)C2=CCc3ccc(cc3O2)O[C@@H]4CCC[C@H](O4)CO[C@H]5CCCCO5	3
C1C[C@H]2C=CCC=C2C=C1	3
c1cc2c(cc1OCCN3CCCCC3)OCC=C2	3
c1ccc(cc1)[C@H]2CCc3ccc4c(c3O2)[C@@H]5c6ccccc6O[C@@]([C@@H]5O[C@@H]7CCCCO7)(O4)c8ccccc8	3
c1ccc(cc1)CCNCC[C@H](c2ccccc2)C3=C[C@@]4(CCC3)Cc5ccccc5O4	3
C1CC[C@H]2[C@H](C1)CC[C@H]3[C@H]2CC[C@H]4[C@@H]3CC=C4	3
C1CCO[C@@H](C1)OC[C@H]2CCC=CC2	3
C1C[C@@H]2CCO[C@H]2[C@@H]3C=CC=C3C1	3
c1ccc(cc1)CCN2C[C@H]3[C@@H](C2)[C@@]4(CNc5c4cccc5)N[C@H]3Cc6ccccc6	3
C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@@H]2CC=C4[C@H]3CC[C@@H]5[C@H]4C[C@@H]6C[C@H]5OC6	3
c1cc2c(c(c1)O[C@H]3CCCCO3)Cc4c(cccc4O[C@H]5CCCCO5)C2	3
c1ccc2c(c1)c(c[nH]2)c3nccs3	3
c1ccc2c(c1)CC[C@H](O2)c3ccc4c(c3)OCO4	3
C1[C@@H](O1)C#CC#C[C@@H]2CO2	3
c1ccc(cc1)CC/N=C/C=C\c2ccccc2	3
c1ccc(cc1)/C=N/Nc2nc3cncnc3n2[C@H]4CCCO4	3
c1ccc(cc1)C[C@H]2c3cc(ccc3CCN2)Oc4cccc(c4)C[C@H]5c6ccccc6CCN5	3
c1ccc(cc1)N[C@H]2CC[C@@H](CO2)O[C@@H]3CCCCO3	3
c1ccc(cc1)/C=C/CO[C@H]2CC[C@@H](OC2)OC3=C(Oc4ccccc4C3)c5ccccc5	3
c1ccc2c(c1)C=C[C@@H]3[C@@H]2O3	3
c1ccc2c(c1)c3cc4c(cc3o2)O[C@@H]5Cc6c(c7ccccc7o6)[C@H]8[C@@H]5[C@H]4C=CC8	3
c1ccc-2c(c1)C[C@]34CC[C@H](C3)Cc5cccnc5C#CCc6ccc7c(c6[C@@H]8Cc9ccc2c4c9O8)C=CCCO7	3
C1CCC2=CC[C@@H]3[C@@H]([C@H]2C1)CC[C@H]4[C@@H]3C[C@@H]5[C@H]4O5	3
C1CCO[C@@H](C1)OC/C=C/C=C/[C@@H]2CCCC=C2	3
c1ccc(cc1)/C=C/2\CNCCN2	3
c1ccc2c(c1)Cc3ccc(cc3C2)CO[C@H]4CCCCO4	3
c1ccc(cc1)CO[C@@H]2C[C@H]3[C@H]2CC[C@@H]4[C@H]3CCC4	3
c1ccc(cc1)c2cc(no2)C[C@@H]3CCCCO3	3
c1ccc2c(c1)CC=C2	3
c1ccc(cc1)CCN2C[C@H]3[C@@H](C2)[C@@]4(CNc5c4cccc5)N[C@@H]3Cc6ccccc6	3
C1CC[C@]23CC[C@@H]2CC[C@H]3C1	3
c1ccc(cc1)CNCc2cc3c4ccccc4[nH]c3c(n2)c5ccc6c(c5)OCO6	3
c1ccc2c(c1)CC[C@@H](O2)c3ccc4c(c3)OCO4	3
c1cc2c(c3c1[C@@H]4[C@H](c5cc6c(cc5CCN4)OCO6)OC3)OCO2	3
c1ccc2c(c1)CC(=CO2)c3cccc(c3)O[C@@H]4CCCCO4	3
C1CC[C@@H]2[C@H](C1)CCCO2	3
c1ccc(cc1)c2nnc(o2)C[C@@H]3CC[C@@H](C=C3)CN4CCNCC4	3
c1ccc2c(c1)C=C(CN2)CC3=CCC=CO3	3
c1ccc2c(c1)C3(CN2)N4CC5CC(C4)CN3C5	3
c1cc2c(c(c1)[C@@H]3CCCCO3)OC=CC2	3
c1ccc2c(c1)cc([nH]2)CN3CCc4c(c5ccccc5[nH]4)C3	3
c1ccc(cc1)/C=C/COC[C@@H]2C=C[C@@H]3[C@@H]2[C@@H](OC=C3)O[C@@H]4CCCCO4	3
c1ccc2c(c1)c3cc4c(cc3o2)O[C@@H]5Cc6c(c7ccccc7o6)[C@@H]8[C@@H]5[C@@H]4C=CC8	3
c1ccc(cc1)CCOC/C=C/c2cccc(c2)O/C=C\c3ccccc3	3
C1CC[C@@H]2[C@@H](C1)CC[C@@H]3[C@H]2CCC4=C3CC[C@H]5[C@@H]4CCCC5	3
c1ccc(cc1)[C@@H]2c3ccccc3CO2	3
c1ccc(cc1)CN2CCN3CCNC[C@@H]3C2	3
C1CCC(CC1)O[C@H]2CCCCO2	3
C1CC[C@]23C[C@]24CC[C@@H]5CCC[C@H]5[C@@H]4CC[C@H]3C1	3
C1CCO[C@H](C1)O[C@@H]2CCOC2	3
c1ccc(cc1)CO[C@H]2CCCO[C@@H]2Oc3ccccc3	3
c1coc2c1cc3c(c2)OC=CC3	3
C1C[C@H]2[C@@H](CC[C@@H]3CO[C@H]4[C@]35[C@H]6C[C@]2(O5)OC[C@@H]7[C@H]6C[C@H]4OC7)[C@H]8[C@H]1CC=CC8	3
c1ccc2c(c1)[C@@H]3COc4cc5c(cco5)cc4[C@H]3O2	3
C1CCN[C@H](C1)C2=CNCCC2	3
c1coc2c1cc3c(c2)O[C@H]4COc5cc6c(cc5[C@@H]4C3)OCO6	3
c1ccc(cc1)NC[C@@H]2[C@H]3O[C@]4([C@@H]2CN([C@H]4CN[C@H]5CCCCC5)Cc6cnccc6)C=C3	3
C1C=CC=CC=C1	3
c1ccc2c(c1)[NH2+]C=CN2	3
C1CC[C@@H]2[C@H](C1)CC[C@]34[C@@H]2C[C@@H](CC3)C=C4	3
C1C[C@H]2[C@@H](CC[C@@H]3CO[C@@H]4[C@]35[C@H]6C[C@]2(O5)OC[C@@H]7[C@H]6C[C@H]4OC7)[C@@H]8[C@H]1CC=CC8	3
c1ccc2c(c1)c(c[nH]2)CN3C[C@H]4C[C@H](C3)C5=CC=CCN5C4	3
c1ccc(cc1)CCNCCNC[C@@H]2Cc3c4ccccc4[nH]c3[C@H]5N2Cc6c5cccc6	3
c1ccc(cc1)OC2=COc3c(cccc3CN4CCCCC4)C2	3
C1CCO[C@H](C1)OC23CCC(CC2)OC3	3
c1ccc(cc1)[C@@H]2CCOc3c2c4c(cc3)C/C(=C/c5ccc6c(c5)OCCO6)/O4	3
c1ccc(cc1)C2=NCCNc3c2cccc3	3
c1c2c(cc3c1OCO3)[C@]45CCCC=C4CCN5CC2	3
c1ccc2c(c1)Cc3c(cccc3O[C@H]4CCC[C@H](O4)CO[C@H]5CCCCO5)O2	3
c1ccc(cc1)N2CCN(CC2)Cc3cc4c5ccccc5n6c4c(n3)-c7ccccc7C6	3
c1ccc(cc1)NCCCCNC2=CC=C3c4ccccc4CCCC3=CC2	3
c1ncncn1	3
C1CC[C@H]2[C@@H](C1)CC[C@@H]3[C@@H]2CC[C@H]4[C@H]3CC=C4	3
C1C[C@H]2[C@@]3(CC[C@H]1C3)C[C@H]4[C@]25C=CC[C@@H]4CO5	3
c1ccc(cc1)C2=CCc3ccc4c(c3O2)[C@H](CCO4)c5ccn[nH]5	3
