zinc_id	smiles	framework	ring	sidechain
ZINC000261498244	CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)CO[P@](=O)(O)O[C@H]1[C@H](O)[C@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H]1O	C1CCCCC1	C1CCCCC1	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)CO[P@@](=O)(O)O.O.O.O.O.OP(=O)(O)O
ZINC000257450436	CC[C@H](CC[C@H](C)[C@@H]1CC[C@@H]2C3=CC[C@@H]4[C@H](C)[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C	C1CC[C@H]2[C@@H](C1)CC=C3[C@@H]2CC[C@H]4[C@@H]3CCC4	C1CC[C@H]2[C@@H](C1)CC=C3[C@@H]2CC[C@H]4[C@@H]3CCC4	C.C.C.CCCC[C@@H](CC)C(C)C.O
ZINC000001846606	Cc1cc(C(=O)O)ccc1O	c1ccccc1	c1ccccc1	C.C(=O)O.O
ZINC000032175843	CC[C@@H]1SCCC1=O	C1CCSC1	C1CCSC1	CC.O
ZINC000257616745	O=c1cc(-c2ccc(O)c(O)c2)oc2c([C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@@H]3O)c(O)c([C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)c(O)c12	c1ccc(cc1)C2=CCc3cc(cc(c3O2)[C@H]4CCCCO4)[C@H]5CCCCO5	c1ccccc1.c1ccc2c(c1)CC=CO2.C1CCCCO1.C1CCCCO1	CO.O.O.O.O.O.O.O.O.O.O.O
ZINC000150371535	CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000095621936	CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000005440783	CC(=O)NCCCCCCCCCCCCC(C)C	None	None	None
ZINC000261499400	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000150375782	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC	None	None	None
ZINC000085597177	CNC(=N)N[C@]12CCC[C@H](C1)Oc1cc(ccc1O)C[C@@H]([C@H]1C[C@@H](OC(C)=O)C[C@@H](c3cc(O)c(O)c(OCCc4cccnc4)c3)O1)CSSC21CCCCC1	c1cc2cc(c1)O[C@@H]3CCC[C@@H](C3)C4(CCCCC4)SSC[C@@H](C2)[C@H]5CCC[C@H](O5)c6cccc(c6)OCCc7cccnc7	c1ccccc1.c1ccncc1.c1cc2cc(c1)O[C@@H]3CCC[C@@H](C3)C4(CCCCC4)SSCCC2.C1CCCCO1	CC(=O)O.CNC(=N)N.O.O.O
ZINC000072321303	CN(C)C(=O)CN1C(=O)CO[C@H](c2ccc(NC(=O)Nc3ccccc3)cc2)[C@H]1CO	c1ccc(cc1)NCNc2ccc(cc2)[C@@H]3CNCCO3	c1ccccc1.c1ccccc1.C1CNCCO1	CC(=O)N(C)C.CO.O.O
ZINC000015058046	CC1=C2[C@@H](O)[C@@H](C(C)(C)O)CC[C@@]2(C)CCC1=O	C1CCC2=CCCC[C@@H]2C1	C1CCC2=CCCC[C@@H]2C1	C.C.CC(C)O.O.O
ZINC000014682699	Cc1cc2c(c(C)c1CCO[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O)C(=O)[C@@H](C)C2	c1cc2c(cc1CCO[C@@H]3CCCCO3)CCC2	c1ccc2c(c1)CCC2.C1CCOCC1	C.C.C.CO.O.O.O.O
ZINC000256630150	Cc1cc(O)c2c(c1)[C@H]([C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@@H]1O)c1cccc(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c1C2=O	c1ccc2c(c1)Cc3c(cccc3O[C@@H]4CCCCO4)[C@H]2[C@H]5CCCCO5	c1cc2c(cc1)Cc3c(cccc3)C2.C1OCCCC1.C1CCOCC1	C.CO.CO.O.O.O.O.O.O.O.O
ZINC000685934058	CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCC	None	None	None
ZINC000257374023	CC(C)=C[C@@H](C[C@H](C)[C@@H]1CC[C@]2(C)[C@H]3C=C[C@]45OC[C@@]3(CC[C@]12C)[C@@H]4CC[C@@H](O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C5(C)C)O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@@H]1O	C1CCO[C@H](C1)OCCC[C@@H]2CC[C@H]3[C@@H]2CC[C@@]45[C@@H]3C=C[C@@]6([C@H]4CC[C@H](C6)O[C@@H]7CCCCO7)OC5	C1CCOCC1.C1CCOCC1.C1CC[C@]23C=C[C@@H]4[C@H]5CCC[C@H]5CC[C@@]4([C@@H]2C1)CO3	C.C.C.C.C.CC(=C)C.CO.CO.O.O.O.O.O.O
ZINC000004204933	O=C(O)CN1CCCC1=O	C1CCNC1	C1CCNC1	CC(=O)O.O
ZINC000118922827	C=C(C)[C@@H](CC)CC[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	C1CCC2=CC[C@H]3[C@@H]4CCC[C@H]4CC[C@@H]3[C@H]2C1	C1CCC2=CC[C@H]3[C@@H]4CCC[C@H]4CC[C@@H]3[C@H]2C1	C.C.CCCC[C@H](CC)C(=C)C.O
ZINC000150374216	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000257624258	C=C(C)[C@H](CC=C(C)C)CO[C@H]1O[C@@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	C1CCO[C@H](C1)CO[C@H]2CCCCO2	C1CCOCC1.C1CCOCC1	CC(=CC[C@H](CO)C(=C)C)C.O.O.O.O.O.O
ZINC000085546471	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO[P@@](=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000000156863	O=C(O)c1cccc(Cl)c1	c1ccccc1	c1ccccc1	C(=O)O.Cl
ZINC000015967875	CSCC[C@H]1N[C@@]2(C(=O)Nc3c2ccc(C)c3C)[C@@H]2C(=O)N(CCc3ccccc3)C(=O)[C@H]12	c1ccc(cc1)CCN2C[C@@H]3CN[C@]4([C@@H]3C2)CNc5c4cccc5	c1ccccc1.c1ccc2c(c1)[C@]3(CN2)[C@@H]4CNC[C@@H]4CN3	C.C.CCSC.O.O.O
ZINC000030731064	CCCCCCC/C=C/CCCCCCCC(=O)O	None	None	None
ZINC000261495844	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)CCCCCCCCCCCCCCCCCCC	C1CCO[C@H](C1)O[C@H]2CCCOC2	C1CCOCC1.C1CCOCC1	CCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O.CO.CO.O.O.O.O.O
ZINC000095621991	CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC	None	None	None
ZINC000150377236	CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC	None	None	None
ZINC000257658447	C[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]43C)[C@H]2[C@@H]1C	C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@@H]2CC[C@H]4[C@H]3CC[C@@H]5[C@@H]4CCCC5	C1CC[C@@H]2[C@H](C1)CC[C@H]3[C@@H]2CC[C@H]4[C@H]3CC[C@@H]5[C@@H]4CCCC5	C.C.C.C.C.C.C.C.O
ZINC000020466752	COCC(=O)N[C@H]1CC[C@]2(C)CC[C@@H]([C@H](C)C(=O)NCc3ccccc3)[C@H](O)[C@H]2[C@@H]1C	c1ccc(cc1)CNCC[C@@H]2CC[C@H]3CCCC[C@@H]3C2	c1ccccc1.C1C[C@H]2[C@@H](CCCC2)CC1	C.C.C.COCC(=O)N.O.O
ZINC000014947541	COc1cc2c(cc1O)[C@H]1Cc3cc(OC)c(O)cc3[N+]1(C)CC2	c1ccc2c(c1)CC[NH+]3[C@@H]2Cc4c3cccc4	c1ccc2c(c1)CC[NH+]3[C@@H]2Cc4c3cccc4	C.CO.CO.O.O
ZINC000095621290	CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC	None	None	None
ZINC000014642306	COc1ccc(C[C@@H]2[C@@H](O)OC[C@@H]2Cc2ccc3c(c2)OCO3)cc1OC	c1ccc(cc1)C[C@@H]2COC[C@@H]2Cc3ccc4c(c3)OCO4	c1ccccc1.c1ccc2c(c1)OCO2.C1CCOC1	CO.CO.O
ZINC000150351250	CC[C@H](C)[C@H]1/N=C(\O)[C@@H]2[C@@H](CCN2C(=O)[C@@H](CC(C)C)/N=C(\O)[C@@H](Cc2ccccc2)N(C)C)Oc2ccc(OC)c(c2)/C=C/N=C\1O	c1ccc(cc1)CC/C=N/CCN2CC[C@@H]3[C@H]2/C=N/C/C=N\C=C\c4cccc(c4)O3	c1ccccc1.c1cc/2cc(c1)O[C@@H]3CCN[C@@H]3/C=N/C/C=N\C=C2	CCCC.CC(C)C.CNC.CO.O.O.O.O
ZINC000015063094	COc1c(O)cc2oc(-c3ccccc3)cc(=O)c2c1O[C@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@@H]1O	c1ccc(cc1)C2=CCc3c(cccc3O[C@@H]4CCCCO4)O2	c1ccccc1.c1ccc2c(c1)CC=CO2.C1CCOCC1	C.CO.O.O.O.O.O
ZINC000095625173	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCC	None	None	None
ZINC000001633229	C=CCSSSCC=C	None	None	None
ZINC000003978809	CCCCC[C@H]1C(=O)CC[C@H]1CC(=O)O	C1CCCC1	C1CCCC1	CCCCC.CC(=O)O.O
ZINC000003830641	C[C@]12CC[C@@H]3[C@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O	C1CCC2=CC[C@@H]3[C@@H]4CCC[C@H]4CC[C@H]3[C@H]2C1	C1CCC2=CC[C@@H]3[C@@H]4CCC[C@H]4CC[C@H]3[C@H]2C1	C.C.O.O
ZINC000085585349	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCC	None	None	None
ZINC000261497708	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC	None	None	None
ZINC000014759029	COc1ccccc1-c1coc2cc(O[C@H]3O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]3O)c(OC)c(O)c2c1=O	c1ccc(cc1)C2=COc3cc(ccc3C2)O[C@@H]4CCCCO4	c1ccccc1.c1ccc2c(c1)CC=CO2.C1CCOCC1	C.CO.CO.O.O.O.O.O
ZINC000030730350	COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O[C@@H]1O[C@H](COC(=O)CC(=O)O)[C@@H](O)[C@H](O)[C@H]1O	c1ccc(cc1)C2=COc3cc(ccc3C2)O[C@H]4CCCCO4	c1ccccc1.c1ccc2c(c1)CC=CO2.C1CCOCC1	CO.COC(=O)CC(=O)O.O.O.O.O.O
ZINC000096113173	O=C(c1cccc(F)c1)N1CCOC[C@H](Oc2ccc(C(F)(F)F)cc2)C1	c1ccc(cc1)CN2CCOC[C@@H](C2)Oc3ccccc3	c1ccccc1.c1ccccc1.C1CNCCOC1	C(F)(F)F.O.F
ZINC000257469676	COc1cc(/C=C/C(=O)O[C@@H]2[C@@H](O[C@@H]3C[C@H](O)[C@@H](OC)[C@@H](O)/C3=C\C#N)O[C@@H](CO)[C@H](O)[C@H]2O)ccc1O	c1ccc(cc1)/C=C/CO[C@@H]2[C@H](OCCC2)O[C@H]3CCCCC3	c1ccccc1.C1CCCCC1.C1CCOCC1	CC#N.CO.CO.CO.O.O.O.O.O.O
ZINC000685933583	CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCCC	None	None	None
ZINC000095909680	CC[C@@H]1NC(=O)C[C@@H](c2ccccc2)NC(=O)[C@H](CO)NC(=O)[C@@H](CC)NC(=O)[C@@H]2[C@@H](Cl)[C@H](Cl)CN2C1=O	c1ccc(cc1)[C@@H]2CCNCCN3CCC[C@H]3CNCCNCCN2	c1ccccc1.C1CCNCCN2CCC[C@H]2CNCCNCCN1	CC.CC.CO.O.O.O.O.O.Cl.Cl
ZINC000100827435	O=Cc1cc(O)c(O)c(O[C@@H]2O[C@H](COC(=O)c3cc(O)c(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)c1	c1ccc(cc1)COC[C@@H]2CCC[C@@H](O2)Oc3ccccc3	c1ccccc1.c1ccccc1.C1CCOCC1	C=O.O.O.O.O.O.O.O.O.O
ZINC000257406162	O=C(O[C@@H]1Cc2c(O)cc3c(c2O[C@@H]1c1cc(O)c(O)c(O)c1)[C@]1(O)C(=O)O[C@H]([C@H](O)CO)[C@@]1(O)O3)c1cc(O)c(O)c(O)c1	c1ccc(cc1)CO[C@@H]2Cc3ccc4c(c3O[C@@H]2c5ccccc5)[C@@H]6COC[C@H]6O4	c1ccccc1.c1ccccc1.c1cc2c(c3c1CCCO3)[C@@H]4COC[C@H]4O2	C(CO)O.O.O.O.O.O.O.O.O.O.O.O
ZINC000150379349	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCCC	None	None	None
ZINC000150354506	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC	None	None	None
ZINC000095624019	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000031160371	COc1cc(O)cc(C)c1C(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2ccc(=O)[nH]c2=O)[C@@H]1O	c1ccc(cc1)CO[C@H]2C[C@@H](OC2)N3CNCC=C3	c1ccccc1.C1CCCO1.C1C=CNCN1	C.CO.CO.O.O.O.O.O
ZINC000150375156	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC	None	None	None
ZINC000015937188	COc1cc(C(=O)N/C(=C/c2ccc(F)cc2)C(=O)N[C@H](Cc2ccccc2)C(=O)O)cc(OC)c1OC	c1ccc(cc1)CCNC/C(=C\c2ccccc2)/NCc3ccccc3	c1ccccc1.c1ccccc1.c1ccccc1	CO.CO.CO.C(=O)O.O.O.F
ZINC000001569524	CSCC[C@H](NC(=O)CN)C(=O)O	None	None	None
ZINC000150357859	CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC	None	None	None
ZINC000004546338	CCCCC/C=C\C/C=C\C/C=C\C=C\[C@@H](O)CCCC(=O)O	None	None	None
ZINC000012873640	CC[C@@H](C)[C@H](NC(=O)[C@H](C)N1C(=O)N2CCc3c([nH]c4ccc(OC)cc34)[C@@]2(C)C1=O)C(=O)O	c1ccc2c(c1)c3c([nH]2)[C@H]4CNCN4CC3	c1ccc2c(c1)c3c([nH]2)[C@H]4CNCN4CC3	C.CC[C@@H](C)[C@@H](C(=O)O)NC(=O)CC.CO.O.O
ZINC000085646211	CC[C@@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC1=O	c1ccc(cc1)C[C@H]2CNCCNCCNCCN3CCC[C@H]3CN4CCC[C@H]4CNCCN2	c1ccccc1.C1C[C@H]2CNCCNCCNCCNCCNCCN3CCC[C@H]3CN2C1	CCCC.CC(C)C.CO.O.O.O.O.O.O.O
ZINC000257480395	CC1(C)CCC[C@@]2(C)[C@H](C/C=C3/CCOC3=O)[C@]3(CC[C@H]12)CO3	C1CC[C@@H]2[C@@H](C1)CC[C@@]3([C@H]2C/C=C\4/CCOC4)CO3	C1CC[C@H]2C[C@]3(CC[C@@H]2C1)CO3.C1CCOC1	C.C.C.O
ZINC000218016142	COC(=O)C[C@H](c1ccc2c(c1)n(C)c(=O)n2C)c1c(O)cc(C)oc1=O	c1cc2c(cc1CC3=CC=COC3)NCN2	c1ccc2c(c1)NCN2.C1C=CC=CO1	C.C.C.CC(=O)OC.O.O.O
ZINC000095625645	CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@@H](O)COC(=O)CCCCC/C=C/CCCCCCCC	None	None	None
ZINC000070450989	O=C(/C=C/c1ccc(O)c(O)c1)COC1[C@H](O)CC(OCC(=O)/C=C/c2ccc(O)c(O)c2)(C(=O)O)C[C@H]1O	c1ccc(cc1)/C=C/CCOC2CCC(CC2)OCC/C=C/c3ccccc3	c1ccccc1.c1ccccc1.C1CCCCC1	C(=O)O.O.O.O.O.O.O.O.O
ZINC000001856991	O[C@H]1[C@@H]2CC[C@@](O)(N2)[C@@H](O)[C@@H]1O	C1C[C@@H]2CC[C@H](C1)N2	C1C[C@@H]2CC[C@H](C1)N2	O.O.O.O
ZINC000014762667	COc1cc([C@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(CC=C(C)C)c1OC	c1ccc(cc1)[C@H]2CCc3ccccc3O2	c1ccccc1.c1ccc2c(c1)CCCO2	CC=C(C)C.CO.CO.O.O.O
ZINC000005396385	CN(Cc1ccccc1)Cc1cn([C@H]2CO[C@@H]3[C@@H](NCc4ccc(N(C)C)cc4)CO[C@H]23)nn1	c1ccc(cc1)CNCc2cn(nn2)[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NCc5ccccc5	c1ccccc1.c1ccccc1.c1cnn[nH]1.C1CO[C@H]2[C@@H]1OCC2	C.CNC
ZINC000257480634	CC1(C)CC[C@]2(C(=O)O)CC[C@@]3(C)C(=CC[C@H]4[C@]5(C)C[C@H](O)[C@@H](O[C@H]6O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1	C1CC[C@@H]2[C@H](C1)CC[C@H]3C2=CC[C@@H]4[C@H]3CC[C@@H]5[C@H]4CC[C@H](C5)O[C@@H]6CCCCO6	C1CCOCC1.C1CC[C@@H]2[C@H](C1)CC[C@@H]3[C@H]2CC=C4[C@@H]3CC[C@@H]5[C@H]4CCCC5	C.C.C.C.C.C.C.CO.C(=O)O.O.O.O.O
ZINC000119383480	CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@@H]4[C@](C)(CO)[C@H](O)CC[C@@]45C[C@]35CC[C@]12C	C1CC[C@]23C[C@@]24CC[C@@H]5CCC[C@H]5[C@@H]4CC[C@@H]3C1	C1CC[C@]23C[C@@]24CC[C@@H]5CCC[C@H]5[C@@H]4CC[C@@H]3C1	C.C.C.CCCCCC(C)C.CO.O
ZINC000003841308	COc1ccc(C(=O)N2C[C@@H]3C[C@H](C2)c2ccc(NS(=O)(=O)c4ccc(Cl)cc4)c(=O)n2C3)cc1	c1ccc(cc1)CN2C[C@@H]3C[C@H](C2)C4=CC=C(CN4C3)N[SH4]c5ccccc5	c1ccccc1.c1ccccc1.C1C=CC=C2N1C[C@H]3C[C@@H]2CNC3	CO.O.O.O.O.Cl
ZINC000001605719	CC(C)C[C@H](N)C(=O)N[C@@H](C(=O)O)C(C)C	None	None	None
ZINC000150339975	CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)CO[P@@](=O)(O)O[C@H]1[C@@H](O)[C@@H](O)C(O)[C@@H](O)[C@H]1O	C1CCCCC1	C1CCCCC1	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](OC(=O)CCCCCCC/C=C\CCCCCC)CO[P@@](=O)(O)O.O.O.O.O.O
ZINC000100780667	C=C1C[C@]23CC[C@@H]4[C@@](C)(CCC[C@@]4(C)CO)[C@@H]2CC[C@@H]1C3	C1CC[C@@H]2[C@H](C1)CC[C@@]34[C@H]2CC[C@H](C3)CC4	C1CC[C@@H]2[C@H](C1)CC[C@@]34[C@H]2CC[C@H](C3)CC4	C.C.C.CO
ZINC000001463832	CCc1cc2c(=O)c(-c3ccc4c(c3)OCCO4)coc2cc1OC(=O)c1ccccc1C	c1ccc(cc1)COc2ccc3c(c2)OC=C(C3)c4ccc5c(c4)OCCO5	c1ccccc1.c1ccc2c(c1)CC=CO2.c1ccc2c(c1)OCCO2	C.CC.O.O
ZINC000257474186	CC(C)[C@H](C)[C@H](O)[C@H](O)[C@H](C)[C@@H]1CC[C@@H]2[C@@H]3COC(=O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@@H]3CC[C@@]12C	C1CC[C@H]2[C@@H](C1)COC[C@@H]3[C@H]2CC[C@@H]4[C@@H]3CCC4	C1CC[C@H]2[C@@H](C1)COC[C@@H]3[C@H]2CC[C@@H]4[C@@H]3CCC4	C.C.CC[C@H]([C@H]([C@@H](C)C(C)C)O)O.O.O
ZINC000085568351	COc1cc(O)cc2c1-c1ccc3c(c1[C@@]1(CC[C@@H](Cc4ccc(N)nc4)C1)C2)O[C@H](c1ccc(O)c(OCCNC2CCCCC2)c1)[C@H]3COC(C)=O	c1ccc-2c(c1)C[C@]3(CC[C@H](C3)Cc4cccnc4)c5c2ccc6c5O[C@@H](C6)c7cccc(c7)OCCNC8CCCCC8	c1ccccc1.c1ccncc1.c1cc2c(cc1)-c3c(c4c(cc3)CCO4)[C@@]5(C2)CCCC5.C1CCCCC1	CC(=O)OC.CO.N.O.O
ZINC000261499605	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC	None	None	None
