smiles	zinc_id	tags
CC(C)[C@@]12CC(=O)[C@H](C)[C@@H]1C2	ZINC000001694437	endogenous in-man
CNCCN[C@@H]1[C@@H]2CC[C@@]34[C@H](O)C[C@]5(C)CCC[C@@](O)(C5)[C@]3(C2)C[C@]42CCC[C@@H]12	ZINC000085547456	biogenic in-vitro
C=C(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@@H]4[C@@H](C)[C@@H](O)CC[C@@]45C[C@]35CC[C@]12C	ZINC000118936903	endogenous in-man
COc1ccc2cnn(CC(=O)N3CC[C@@]4(O)CCCC[C@H]4C3)c(=O)c2c1OC	ZINC000062001673	biogenic
C=C1CC[C@H]2C(C)(C)[C@H](O)CC[C@]2(C)[C@H]1C[C@@]12O[C@@H]1[C@@H](O)C(CO)=CC2=O	ZINC000014584818	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCCCC	ZINC000150363312	endogenous in-man
CC1=CC(=O)[C@@H]2C(C)(C)[C@H](O)CC[C@]2(C)[C@@H]1COc1ccc2ccc(=O)oc2c1	ZINC000013485697	endogenous in-man
Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)[C@@H]1OC(=O)[C@@]2(C[C@@H](CO)C[C@H]31)O[C@@H]2CCc1cc(N)nc(-c2cc(N)nc(C[N+]3=CC4=CC=NC4=C3)c2)c1	ZINC000085593873	biogenic in-vitro
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC	ZINC000150354517	endogenous in-man
CCCCCC/C=C\C(=O)OCC	ZINC000086047318	endogenous in-man
CC1(C)C(=O)[C@@]2(O)C[C@@]34O[C@@H]3CC[C@]3(C)C4=C(C(=O)O[C@H]3c3ccoc3)[C@@]2(O)[C@]2(C)OC(=O)C[C@@H]12	ZINC000100779108	endogenous in-man
O=C(O[C@H]1[C@H](O)[C@@H](O)O[C@@H]2COC(=O)c3cc(O)c4c(c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]12)Oc1cc(O)c(O)c(O)c1O4)c1cc(O)c(O)c(O)c1	ZINC000230040885	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC	ZINC000095621001	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC	ZINC000150361522	endogenous in-man
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC[C@@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC	ZINC000150380050	endogenous in-man
NC(=O)C[C@H](N)C(=O)N[C@H](CS)C(=O)O	ZINC000050027138	endogenous in-man
CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC	ZINC000150362239	endogenous in-man
C/C=C(\C)C(=O)O[C@@H]1C2=C(C)[C@H](OC)O[C@]2(OC)C[C@@H]2CC[C@H](O)[C@H](C)[C@]21C	ZINC000257481437	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC	ZINC000150371053	endogenous in-man
CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC	ZINC000685934956	endogenous in-man
CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC	ZINC000150373934	endogenous in-man
C[C@@]12CC[C@@H](O)[C@@](C)(CO)[C@H]1Cc1sc(NC(=O)c3ccco3)nc1[C@H]2CC(=O)NC1CC1	ZINC000015709407	biogenic in-vitro
O=C(O)CCCCCCCCCCC1CCCC1	ZINC000013429841	biogenic in-vitro
CNCc1cccc(-c2ccc(O)cc2C2=C3C(=O)O/C(=C\[C@H](CCO)Cc4ccccc4)[C@@]34CC[C@@H]2[C@@H]2CCC3=C(C(=O)O/C3=C\CC[C@@H]3CCN[C@H](NC)C3)[C@@H]24)c1	ZINC000085571271	biogenic in-vitro
CCCCCCCCCCCCCCCC(=O)O[C@@H](c1ccccc1)[C@@H](N)C(=O)OCC	ZINC000070665998	biogenic
CC1=CC(=O)C[C@](C)(CO)[C@@]1(O)/C=C/C(C)=C/C(=O)O	ZINC000013303526	endogenous in-man
OC[C@@H]1CO[C@H](c2ccccc2)O1	ZINC000001719252	endogenous in-man
CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC	ZINC000150343571	endogenous in-man
O=C1OC(c2ccc([N+](=O)[O-])cc2)=N/C1=C/N1C[C@@H]2C[C@H](C1)Cn1c2cccc1=O	ZINC000004590684	biogenic
O=C(O)C1=C/C(=C/C=[N+]2/c3cc(O)c(O[C@H]4O[C@@H](COS(=O)(=O)O)[C@H](O)[C@@H](O)[C@@H]4O)cc3C[C@H]2C(=O)O)C[C@@H](C(=O)O)N1	ZINC000257508930	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCC	ZINC000685934474	endogenous in-man
C[C@@H]1CC=CC=CC=CC=C[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3C=CC(=O)O1)C[C@H](O)[C@H]2C(=O)O	ZINC000253633751	biogenic world
CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OCCCCCCCCCCCCCCCCCC	ZINC000095622985	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC	ZINC000040164911	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC	ZINC000095622211	endogenous in-man
O=C1C[C@H](c2ccc(Oc3c(O)c(C(=O)/C=C/c4ccc(O)cc4)c(O)c([C@@H]4O[C@H](CO)[C@H](O)[C@@H](O)[C@H]4O)c3O)cc2)Oc2cc(O)cc(O)c21	ZINC000257518912	endogenous in-man
OC[C@H]1O[C@H](O[C@@H]2[C@@H](O)c3c(O)cc(O)cc3O[C@@H]2c2cc(O)c(O)c(O)c2)[C@@H](O)[C@@H](O)[C@@H]1O	ZINC000015271309	endogenous in-man
C[C@H](C[C@H](O)[C@@H]1OC1(C)C)[C@@H]1CC[C@]2(C)C3=CC[C@@H]4C(C)(C)[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	ZINC000257555486	biogenic in-vitro
CC/C=C\C[C@H](O)[C@@H](O)/C=C/[C@H](O)CCCCCCCC(=O)O	ZINC000035454832	endogenous in-man
CC[C@@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCC(C(=O)N[C@H](C(=O)O)[C@H](C)O)CC1	ZINC000012865807	biogenic
CCCCCCCCCCCCCCCCCCCCCCC[C@H](O)C[C@H](O)CCCCCCC	ZINC000085974337	endogenous in-man
C/C(=C/C(=O)C[C@H](C)C(=O)O)[C@@H]1CC(=O)[C@]2(C)C3=C(C(=O)C[C@]12C)[C@]1(C)CC[C@H](O)C(C)(C)[C@@H]1C[C@H]3O	ZINC000257520146	endogenous in-man
COc1cc2c(cc1OC)CN(C(=O)N[C@@H](C(=O)Nc1cccc3ccccc13)C(C)C)CC2	ZINC000095471277	biogenic
CCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC	ZINC000040164645	endogenous in-man
CC(C)CCC[C@@H](C)[C@H]1CC[C@@H]2[C@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	ZINC000012495190	endogenous in-man
C=CCc1ccc(O[C@H]2O[C@@H](CO[C@@H]3OC[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)c(OC)c1	ZINC000257419250	endogenous in-man
C/C=C(/C)C(=O)O[C@@H]1[C@H](O)C(C)(C)C[C@@H]2C3=CC[C@@H]4[C@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]4(C)[C@]3(C)C[C@@H](O)[C@]12CO	ZINC000257551197	endogenous in-man
CC(C)C[C@H](O)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(=O)O)Cc2ccc(cc2)O[C@H]1C(C)C	ZINC000100822480	endogenous in-man
CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC	ZINC000150363360	endogenous in-man
CCCCO[P@@](C)(=O)OC[C@H]1CCCN2CCCC[C@H]12	ZINC000001816953	biogenic
CCCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC	ZINC000150374333	endogenous in-man
CCN1C[C@@]2(COC(=O)c3ccccc3N)CC[C@H](OC)[C@]34[C@H]1[C@](O)([C@@H](OC)[C@H]32)[C@]1(O)C[C@@H](OC)[C@@H]2C[C@@H]4[C@@H]1[C@H]2OC	ZINC000249693072	biogenic in-vitro
CC[C@@H]1O[C@H]2O[C@@H](/C=C\C=C\C=C\c3oc(=O)cc(OC)c3C)[C@@H](O)[C@@]2(C)[C@@]1(C)O	ZINC000013373889	endogenous in-man
CSC[C@@H](NC(=O)CC[C@@H](N)C(=O)O)C(=O)NCCC(=O)O	ZINC000014440790	endogenous in-man
C[C@]12CC[C@@H]3c4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)cc4CC[C@@H]3[C@H]1CC[C@@H]2O	ZINC000150374443	endogenous world
CCCC/C=C\CCCCCCCC(=O)OC[C@@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC	ZINC000095623451	endogenous in-man
C=C1CC/C(OC(C)=O)=C(/C)CC[C@@H](C(C)(C)O)C[C@@H]1O	ZINC000015254894	endogenous in-man
CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1	ZINC000085552473	endogenous in-man
CCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC	ZINC000095623240	endogenous in-man
O=C(/C=C/c1ccccc1)O[C@H]1O[C@@H](CO[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	ZINC000257619397	endogenous in-man
CSCC[C@H](N)C(=O)N[C@@H](C(=O)O)C(C)C	ZINC000013549717	endogenous in-man
CCCCC[C@H](O)/C=C/[C@H]1O[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O	ZINC000012496092	endogenous in-man
CC(=O)O[C@H]1C=C(C)[C@@H]2CC(=C(C)C)C[C@H]2[C@@H](C)C1	ZINC000031356996	endogenous in-man
C=C(CC[C@H](C)[C@@H]1CC[C@@H]2C3=C(CC[C@@]21C)[C@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C	ZINC000256967720	endogenous in-man
CCCCCCCCCCCCCC/C=C\OC[C@H](CO[P@@](=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC	ZINC000085586309	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC	ZINC000150381199	endogenous in-man
N[C@@H](CCC(=O)N[C@H](CSSC[C@@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O	ZINC000003870132	in-man metabolite
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC	ZINC000261497959	endogenous in-man
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC	ZINC000150373159	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC	ZINC000095625143	endogenous in-man
Oc1cccc([C@@H]2NCCc3c2[nH]c2ccccc32)c1	ZINC000019688794	biogenic
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCC	ZINC000261496039	endogenous in-man
CC(=O)OC[C@@H]1O[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)c3c2=O)[C@@H](O[C@@H]2O[C@H](C)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O	ZINC000257517472	endogenous in-man
CC(=O)OC[C@]12[C@H](C=C(C)C(=O)[C@H]1O)O[C@@H]1[C@@H](O)C[C@@]2(C)[C@@]12CO2	ZINC000014692977	endogenous in-man
C=C1CCCC2=NC[C@H](C)CC[C@]23CCC([C@@H]2C=C(C)C(=O)O2)=C(C)[C@@H]3/C=C(\C)[C@H](O)C[C@H]2O[C@@]3(CC[C@@]4(O[C@@H](CC[C@]4(C)O)C1)O3)C[C@H]2C	ZINC000257494170	endogenous in-man
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC	ZINC000685933759	endogenous in-man
N=C(NCCC[C@@H](N)C(=O)O)NP(=O)(O)O	ZINC000001530093	endogenous in-man
COc1cc(/C=C/C(=O)O[C@H]2O[C@@H](CO[C@@H]3O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@@H]3O)[C@@H]2O)cc(OC)c1OC	ZINC000257514861	endogenous in-man
N[C@H](CO)C(=O)NCC(=O)O	ZINC000002022602	endogenous in-man
CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC	ZINC000685933452	endogenous in-man
COc1cc(CC/C=C/C(=O)CCc2ccc(O)c(OC)c2)ccc1O	ZINC000001531844	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCC	ZINC000150371186	endogenous in-man
CC(=O)Nc1ccc(NC(=O)CN2C(=O)c3ccccc3N3C(=O)c4ccccc4[C@H]23)cc1	ZINC000217619173	biogenic
CC(C)c1ccc(NC(=O)[C@@H]2[C@@H]3C=C[C@]4(O3)[C@@H]2C(=O)N(Cc2ccc3c(c2)OCO3)[C@H]4C(=O)N[C@H]2CCCC[C@@H]2C)cc1	ZINC000252585102	biogenic
CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC	ZINC000150367919	endogenous in-man
O=C1C=C2c3c(c[nH]c3C1=O)C[C@@H]1OCCCN21	ZINC000015266293	endogenous in-man
NC(C(=O)O)C(=O)O	ZINC000000895421	endogenous in-man
O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3OC[C@@H](O)[C@@H](O)[C@@H]3O)c(O)c12	ZINC000100825689	endogenous in-man
Cc1ccc2nc(CO[C@H]3CN(Cc4ccc(C(F)(F)F)cc4)C[C@H]3F)[nH]c2c1	ZINC000096112315	biogenic in-vitro
C/C=C(\CC[C@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O[C@H]5O[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)[C@H](O)[C@@H](O)[C@@H]5O)CC[C@@]4(C)[C@@H]3CC[C@@]12C)C(C)C	ZINC000257437620	endogenous in-man
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC	ZINC000150357654	endogenous in-man
CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](O)CO	ZINC000032840926	endogenous in-man
O=C(/C=C/c1ccc(O)cc1)OC[C@@H]1O[C@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@@H](O)[C@H](OC(=O)/C=C/c2ccc(O)cc2)[C@H]1O	ZINC000257533075	endogenous in-man
COc1cc(/C=C/C(=O)O[C@@H]2CC[C@]34C[C@@]35CC[C@]3(C)[C@@H]([C@@H](C)CCC=C(C)C)CC[C@@]3(C)[C@@H]5CC[C@@H]4C2(C)C)ccc1O	ZINC000118937175	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COC(=O)CCCCCCC/C=C\CCCC	ZINC000095623687	endogenous in-man
COC(=O)[C@]1(C)CC[C@@]2(C(=O)O)CC[C@@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1	ZINC000100777958	endogenous in-man
CC1=C2C[C@]3(C)[C@H](CC[C@H](O)[C@@H]3C)C[C@H]2OC1=O	ZINC000257395798	endogenous in-man
COc1cc([C@@H](N)CC(=O)O)cc(OC)c1OC	ZINC000002944744	biogenic
COc1ccc(CNC(=O)c2cc3c([nH]c4ccccc43)c(-c3ccc(OC)cc3OC)n2)cc1	ZINC000002135998	biogenic
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC	ZINC000150373408	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC	ZINC000150379410	endogenous in-man
Cn1c(=O)c(NC2CCCCC2)c2c3c(c(Br)ccc31)C(=O)c1ccccc1-2	ZINC000001890075	biogenic
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](O)COC(=O)CCCCCCCCCCCCC	ZINC000095625400	endogenous in-man
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC	ZINC000150364790	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC	ZINC000150357827	endogenous in-man
Clc1ccc(-c2nnc([C@H]3CCN(Cc4c[nH]c5ccccc45)C3)o2)cc1	ZINC000049169422	biogenic in-vitro
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC	ZINC000150362814	endogenous in-man
CCCCCC/C=C\CCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCCCCCCCCCCCCC	ZINC000040165088	endogenous in-man
O=P(O)(O)OC[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO	ZINC000008551210	endogenous in-man
CN1CCC[C@@]1(O)c1cccnc1	ZINC000003869622	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC	ZINC000150357392	endogenous in-man
CC(C)[C@@H]1C[C@@H]2[C@@]3(O)[C@@H]4O[C@@](O)(C[C@@]2(C)[C@@]2(O)C[C@@H](O)[C@@H](C)[C@@H]42)[C@@]13C	ZINC000100778425	endogenous in-man
Cc1ccccc1-c1nc(C(=O)NC[C@H](O)c2ccccc2)cc2c1[nH]c1ccccc12	ZINC000006090655	biogenic
CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)CO[P@@](=O)(O)OC[C@@H](O)COP(=O)(O)O	ZINC000150350776	endogenous in-man
COc1ccc(NC(=O)[C@H](CC(C)C)NC(=O)N2CCc3cc(OC)c(OC)cc3C2)cc1	ZINC000012895574	biogenic
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCC	ZINC000095624584	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC	ZINC000150369747	endogenous in-man
CCCC/C=C\CCCCCCCC(=O)O[C@@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC	ZINC000095624813	endogenous in-man
CC[C@@H](C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](O)CC1=C[C@@H]3O)C(C)C	ZINC000118936775	endogenous in-man
OC[C@@H]1O[C@@H](Oc2cc(O)cc(-c3cc4ccc(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)cc4o3)c2)[C@@H](O)[C@H](O)[C@@H]1O	ZINC000100828898	endogenous in-man
CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)CO[P@](=O)(O)OCCN	ZINC000032793176	endogenous in-man
CC[C@](C)(OC(C)=O)C(=O)O[C@@H]1C(=O)O[C@@H]2C[C@@H]3C(C)=CC(=O)[C@H](O)[C@]3(C)[C@@H]3[C@H](O)[C@@H](O)[C@@]4(C)OC[C@]32[C@@H]14	ZINC000257421180	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC	ZINC000150370431	endogenous in-man
O=c1c(O[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc(O)c12	ZINC000100825194	endogenous in-man
OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@@H]1O	ZINC000003881598	endogenous in-man
CC1(C)CC[C@@]2(C(=O)O)CC[C@@]3(C)C(=CC[C@H]4[C@]5(C)C[C@H](O)[C@@H](O[C@H]6O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1	ZINC000257480633	endogenous in-man
O=C(/C=C/c1ccc2c(c1)O/C(=C\c1ccc(O)c(O)c1)C(=O)O2)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O	ZINC000070457399	biogenic in-vitro
CC/C=C\C[C@H](O)[C@@H](O)/C=C/C=C/C=C\C=C\[C@H](O)C/C=C\CCC(=O)O	ZINC000012495768	endogenous in-man
OC[C@@H]1O[C@@H](O[C@@H]2[C@@H]3c4c(O)cc(O)cc4O[C@]2(c2ccc(O)c(O)c2)Oc2cc(O)c4c(c23)O[C@@H](c2ccc(O)c(O)c2)[C@H](O)C4)[C@@H](O)[C@@H](O)[C@@H]1O	ZINC000150368685	endogenous in-man
CC(=O)OC[C@]12[C@H](C=C(C)C(=O)[C@@H]1O)O[C@H]1[C@H](O)C[C@@]2(C)[C@@]12CO2	ZINC000257442621	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCCC	ZINC000261496637	endogenous in-man
C=C1[C@H]2C[C@H](OC(C)=O)[C@]3(C)[C@H](c4ccoc4)OC(=O)[C@H](O)[C@@]13O[C@@H]1C[C@H](OC(C)=O)C(C)(C)[C@H]([C@H](O)C(=O)OC)[C@@]21C	ZINC000257493618	endogenous in-man
C=CCN1C(=O)[C@]2(NCCc3c2[nH]c2ccc(Cl)cc32)c2ccccc21	ZINC000020064226	biogenic
Cc1ccc(S(=O)(=O)N[C@@H](C)C(=O)Oc2ccc3c(C)cc(=O)oc3c2C)cc1	ZINC000002091880	biogenic
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC	ZINC000150378081	endogenous in-man
O=C(O)CC(=O)CC(=O)O	ZINC000000388410	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCC	ZINC000150355562	endogenous in-man
CC/C=C\C[C@H](O)[C@H](O)C/C=C\C/C=C\C/C=C\CCCC(=O)O	ZINC000027645241	endogenous in-man
NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	ZINC000008214733	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)CO[P@@](=O)(O)OCC[N+](C)(C)C	ZINC000085557861	endogenous in-man
