smiles	zinc_id	tags
CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC	ZINC000150379445	endogenous in-man
C[C@H]1C(=O)[C@]23C[C@@H]1CC[C@@]2(O)[C@]1(C)CCC[C@@](C)(C(=O)O)[C@H]1[C@H](O)C3	ZINC000261492063	biogenic
C=C1C=COC(C)=C1O	ZINC000085511979	biogenic in-vitro
CC(=O)OC[C@@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O[C@@H]4O[C@H](C)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)c3c2=O)[C@@H](O)[C@H](O)[C@@H]1O	ZINC000150361572	endogenous in-man
CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C[C@@H](O)CC[C@@]45C[C@]35CC[C@]12C	ZINC000118937088	endogenous in-man
C[C@H]1CCC2=C1C[C@H]1CC[C@@]2(C)C1(C)C	ZINC000100780739	endogenous in-man
CCOc1ccc(C2=NC3(CCN(C(C)=O)CC3)N[C@@H](c3cccc(OC)c3O)C2)cc1	ZINC000065298260	biogenic
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](O)COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC	ZINC000095625785	endogenous in-man
COc1cc(C)c(C(=O)O[C@@H]2C[C@@]3(C)[C@@H]4CC(C)(C)C[C@]4(O)C=C(C=O)[C@H]23)c(O)c1	ZINC000100773386	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCCCCC	ZINC000150360647	endogenous in-man
CC1=CC(=O)[C@@H]2[C@H]3[C@@H]1[C@@]2(C)CCCC3(C)C	ZINC000100826391	endogenous in-man
CCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	ZINC000685933884	endogenous in-man
CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO[P@](=O)(O)O[C@@H]1[C@@H](O)[C@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCC	ZINC000150350099	endogenous in-man
C[C@]1(C(=O)O)CCC[C@]2(C)[C@@H]3CC[C@H]4C[C@@]3(C=C4CO)CC[C@@H]12	ZINC000253389145	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COC(=O)CCCCCCCCCCCCCCCCCCC	ZINC000150363192	endogenous in-man
CC[C@H](C)[C@H](NC(=O)[C@H](N)CCSC)C(=O)O	ZINC000036092734	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](CO[P@](=O)(O)O[C@H]1[C@H](O)[C@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H]1O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	ZINC000261498518	endogenous in-man
COc1cc(O)c(C=O)c2c1C[C@H](c1ccc(O)c3c1OC(C)(C)C=C3)CO2	ZINC000085956023	endogenous in-man
N[C@@H](Cn1ccc(=O)o1)C(=O)O	ZINC000006119077	endogenous in-man
CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC	ZINC000150359962	endogenous in-man
CCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC	ZINC000150367713	endogenous in-man
COc1cccc(NC(=O)N[C@H]2CO[C@@H](CN3CCC(F)(F)C3)[C@@H]2O)c1	ZINC000514289063	biogenic in-vitro
CO[C@@]12C=C[C@@]3(C[C@H]1CO)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1C)[C@H]2O5	ZINC000253504717	biogenic in-vitro
CCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCC	ZINC000085974358	endogenous in-man
C=C1C[C@@]23C[C@@]1(O)CC[C@@H]2[C@@]12C=CC[C@@](C)(C(=O)O1)[C@H]2[C@H]3C(=O)O	ZINC000256447917	endogenous in-man
CCCCCCCCCCCCCCCCO[C@@H]1O[C@@H]2CO[C@H](c3ccccc3)O[C@@H]2[C@H](O)[C@H]1NC(C)=O	ZINC000252693096	biogenic
CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCC	ZINC000150374746	endogenous in-man
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC	ZINC000150356881	endogenous in-man
C=C[C@@]1(C)CCC2=C(CC[C@@H]3[C@](C)(C(=O)O)CCC[C@@]23C)C1	ZINC000100779043	endogenous in-man
O=C(O)CCCC[C@@H](S)CCS	ZINC000003869601	endogenous in-man
Cc1cc2c(c(C)c1CCO[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O)C(=O)[C@@H](C)[C@@H]2O	ZINC000014682714	endogenous in-man
COc1ccc(CC(=O)N/N=C/c2c(O)c(O)c(C(C)C)c3cc(C)c(-c4c(C)cc5c(C(C)C)c(O)c(O)c(/C=N/NC(=O)Cc6ccc(OC)c(OC)c6)c5c4O)c(O)c23)cc1OC	ZINC000150669755	biogenic in-vitro
CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC	ZINC000150357621	endogenous in-man
COc1ccc(-c2c(-c3ccccc3)c(C(=O)C(=O)NC3CC3)n3ccc4cc(OC)c(OC)cc4c23)cc1OC	ZINC000070707158	biogenic
O=c1c(O[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)c(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12	ZINC000257405611	endogenous in-man
COc1cc(NC(=O)CCCNc2ccc3c(cc2=O)[C@@H](NC(C)=O)CCc2cc(OC)c(OC)c(OC)c2-3)cc(OC)c1OC	ZINC000108448247	biogenic
CC(C)=CCCc1ccsc1	ZINC000014592849	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCC	ZINC000095623979	endogenous in-man
CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO[P@](=O)(O)O[C@H]1[C@H](O)[C@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCC	ZINC000261495887	endogenous in-man
CC/C=C/C/C=C/C/C=C/C/C=C/CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)CO[P@@](=O)(O)OCC[N+](C)(C)C	ZINC000096015238	endogenous in-man
Cc1c(O[C@H]2O[C@@H](COC(=O)/C=C/c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)occc1=O	ZINC000257457677	endogenous in-man
COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]4O)cc3o2)cc1O	ZINC000014813791	endogenous in-man
CC(=O)N[C@H]1[C@@H](O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O	ZINC000004097100	endogenous in-man
CCN1CCN(CCCNC(=O)C2=C(C)C(=O)OC23CCN(S(=O)(=O)CC)CC3)CC1	ZINC000021887780	biogenic
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC	ZINC000685934335	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC	ZINC000150380861	endogenous in-man
O=C(/C=C/C=C/CC/C=C/c1ccc2c(c1)OCO2)N1CCCCC1	ZINC000014658239	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC	ZINC000095623556	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC	ZINC000150362464	endogenous in-man
COCCC(=O)N1C[C@@H]2C[C@H](C1)c1ccc(NC(=O)CN(C)C)c(=O)n1C2	ZINC000004277715	biogenic in-vitro
CC1(C)CC[C@]2(CO)C(=C3C=C[C@H]4[C@](C)(CC[C@H]5[C@@](C)(CO)[C@@H](O)CC[C@]54C)[C@@]3(C)C[C@@H]2O)C1	ZINC000257521010	biogenic in-vitro
CC1(C)CC[C@]2(O)C(=O)C[C@]3(C)C(=CC[C@@H]4[C@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2C1	ZINC000257407332	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC	ZINC000261495201	endogenous in-man
COc1ccccc1[C@H]1CN2C(=O)N(c3cccc(Cl)c3)C(=O)[C@]2(C)c2[nH]c3ccccc3c21	ZINC000008789736	biogenic
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC	ZINC000685934130	endogenous in-man
C/C(=C\C=C/[C@H](C)C(=O)O)[C@H]1CN[C@H](C(=O)O)[C@@H]1CC(=O)O	ZINC000085661247	endogenous in-man
N[C@H](Cc1c[nH]cn1)C(=O)N[C@H](CS)C(=O)O	ZINC000050027860	endogenous in-man
CC(C)CC[C@@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	ZINC000004096816	endogenous in-man
C/C=C(\C)C(=O)OC1C[C@@H]2CC[C@@H](C1)N2C	ZINC000100385307	endogenous in-man
C[C@@H]1CCC[C@H](NC(=O)[C@@H]2N(C[C@@H]3COc4ccccc4O3)C(=O)[C@H]3[C@@H](C(=O)Nc4ccc(F)c(Cl)c4)[C@H]4C=C[C@]32O4)[C@@H]1C	ZINC000225373091	biogenic
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC	ZINC000095623008	endogenous in-man
C=C(CO)[C@@H]1CC[C@](C)(O)[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)C1	ZINC000014588915	endogenous in-man
Cc1[nH]c2ccccc2c1CCNC(=O)c1c(Cl)cccc1Cl	ZINC000000091620	biogenic in-vitro
Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)Oc2ccc3c4c(c(=O)oc3c2C)CCCC4)cc1	ZINC000002095887	biogenic
O[C@H]1CO[C@@H](O)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O	ZINC000095620036	endogenous in-man
O=C(O)[C@H]1O[C@@H](Oc2ccc(/C=C\c3cc(O)cc(O)c3)cc2)[C@H](O)[C@@H](O)[C@@H]1O	ZINC000077312860	endogenous in-man
CCCCCC[C@H]1OC(=O)C[C@H]1C	ZINC000005820491	endogenous in-man
C[C@H](O)[C@@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)O	ZINC000005273931	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCCCCCCC	ZINC000095622019	endogenous in-man
CCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC	ZINC000150370608	endogenous in-man
CS[C@@H](C)CC(=O)OCC(C)C	ZINC000095618222	endogenous in-man
CC[C@@H](C)[C@H](N)C(=O)N[C@@H](CO)C(=O)O	ZINC000034294018	endogenous in-man
COC1=CC(=O)O[C@@H](/C=C\c2ccccc2)C1	ZINC000013704159	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC	ZINC000685935009	endogenous in-man
O=C(/C=C\C=C/C=C\c1ccc2c(c1)OCO2)N1CCCCC1	ZINC000070455150	biogenic in-vitro
COc1ccc(C(=O)NC[C@]2(COc3ccc(C(F)(F)F)cn3)C[C@H](O)[C@H](O)C2)cc1	ZINC000107430253	biogenic in-vitro
O=S(=O)(O)O[C@@H]1[C@H](CO)O[C@@H](Oc2cc(O)cc(/C=C\c3ccc(O)cc3)c2)[C@@H](O)[C@H]1O	ZINC000015112510	endogenous in-man
Cc1[nH]c2c(F)cccc2c1CCN	ZINC000000098107	biogenic
O=C(/C=C/c1ccccc1)c1ccccc1O	ZINC000012359992	biogenic in-vivo
OC[C@@H]1O[C@H](O[C@@H]2[C@@H](O)c3c(O)cc(O)cc3O[C@H]2c2cc(O)c(O)c(O)c2)[C@@H](O)[C@H](O)[C@H]1O	ZINC000257618972	endogenous in-man
CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC	ZINC000095621049	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC	ZINC000150359260	endogenous in-man
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c([C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(O)c12	ZINC000100771758	endogenous in-man
CCc1ccc(O)c(C)c1	ZINC000001841361	endogenous in-man
COc1cc(O)c2c(=O)c(O[C@@H]3OC[C@H](O)[C@@H](O)[C@@H]3O)c(-c3ccc(O)c(O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)c3)oc2c1	ZINC000100827899	endogenous in-man
OC[C@@H]1O[C@@H](OCCc2ccccc2)[C@@H](O)[C@H](O)[C@H]1O	ZINC000106384986	endogenous in-man
CC1=C(C)C(=O)C(CC[C@](C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)=CC1=O	ZINC000100777306	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCCCC	ZINC000150359127	endogenous in-man
O[C@@H]1[C@H](OC[C@H]2O[C@H](O[C@@H]3[C@@H](O)CO[C@@H](O)[C@@H]3O)[C@H](O)[C@H]2O)OC[C@@H](O)[C@H]1O	ZINC000100827385	endogenous in-man
CO[C@@H]1C2=C(C)C(=O)O[C@H]2C[C@@H]2CC[C@@H](O)[C@@H](C)[C@]21C	ZINC000100829339	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC	ZINC000150360586	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC	ZINC000150358115	endogenous in-man
CCCCC/C=C\C/C=C\CCCCCCCCCCCC(=O)OC[C@H](CO[P@@](=O)(O)OCCN)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC	ZINC000085583663	endogenous in-man
C[C@@H]1CC[C@@]2(C(=O)O[C@H]3O[C@@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@@H]3O)CC[C@@]3(C)C(=CC[C@@H]4[C@]5(C)C[C@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5[C@H](O)C[C@@]43C)[C@@H]2[C@@H]1C	ZINC000257457960	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC	ZINC000095625315	endogenous in-man
COC(=O)[C@@H]1C[C@]23CC[C@H]4[C@@](C)(C(=O)OC)CCC[C@]4(C)[C@H]2CC[C@H]1C3	ZINC000085956529	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC	ZINC000150357637	endogenous in-man
CC(=O)O[C@@H]1/C=C\[C@](C)(O)C[C@H](C)C/C=C/[C@@H]2[C@H](O)[C@](C)(O)[C@H](C)[C@@H]3[C@@H](Cc4ccccc4)NC(=O)[C@]231	ZINC000257381186	endogenous in-man
COc1cc2c(c(OC)c1[C@@H]1OC[C@@]3(C)[C@H](c4c(OC)cc5c(c4OC)OCO5)OC[C@@]13OC(C)=O)OCO2	ZINC000085510955	biogenic in-vitro
CCCC/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCCCC	ZINC000150366004	endogenous in-man
CCCc1cc(=O)oc2c3c(cc(OCC(=O)NCCCn4ccnc4)c12)OC(C)(C)CC3	ZINC000008791859	biogenic
Cc1nn(CCC(=O)N2C[C@@H]3C[C@@H](C2)c2cccc(=O)n2C3)c2c1[C@H]1[C@@H](C2)C1(C)C	ZINC000002107968	biogenic
C=C[C@@](C)(O)CC[C@@H](O)C(C)(C)O	ZINC000015120797	endogenous in-man
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCC	ZINC000150366747	endogenous in-man
C[C@H]1OC[C@@H]2S[C@@]3(CCO[C@@H]3C)S[C@H]21	ZINC000100825935	endogenous in-man
CC1=CC[C@](O)(C2CC2)CC1	ZINC000013429400	endogenous in-man
COC(=O)[C@@]1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC[C@H]4C(=CC(=O)[C@H]5[C@@](C)(CO)[C@H](O)CC[C@]45C)C[C@]3(C)CC[C@@H]21	ZINC000095913381	biogenic in-vitro
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1Oc1c(-c2ccc(O)c(O)c2)oc2cc(O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)cc(O)c2c1=O	ZINC000257519278	endogenous in-man
COc1ccccc1N1CCN([C@@H]2[C@@H](O)[C@H](NC(=O)NC3CCCCC3)[C@H]3CO[C@@H]2O3)CC1	ZINC000012483942	biogenic in-vitro
O=c1cc(-c2ccccc2)oc2cccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c12	ZINC000014452750	endogenous in-man
CO[C@@H]1C[C@H]2C(C)(C)[C@@H](OC(C)=O)CC[C@]2(C)C2=C1[C@]1(C)[C@H](OC(C)=O)C[C@H]([C@H](C)[C@H](C/C=C(\C)C(=O)O)OC(C)=O)[C@@]1(C)CC2	ZINC000257430595	endogenous in-man
CCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC	ZINC000150378693	endogenous in-man
O=C(O[C@@H](C(=O)O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O)c1cc(O)c(O)c(O)c1	ZINC000015249352	endogenous in-man
CC[C@@H](C)[C@@H](NC(=O)[C@H](N)CCSC)C(=O)O	ZINC000036092735	endogenous in-man
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCCCCCCCC	ZINC000040164465	endogenous in-man
CCCCCCCCCCCC/C=C\CC[C@@H](O)[C@H](O)CCCCCCCCCCCCC1=C[C@@H](C)OC1=O	ZINC000100774835	endogenous in-man
C/C(C=O)=C/C=C/C=C(C)/C=C/C=C(C)\C=C\[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C	ZINC000014854698	endogenous in-man
CO[C@@H]1CO[C@@H]2[C@@H](NC(=S)Nc3ccc(Cl)cc3)CO[C@H]12	ZINC000004222789	biogenic in-vitro
C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@@H]1CC[C@@H]2[C@@H]3[C@H](O)[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C	ZINC000261499178	endogenous in-man
CCCCC[C@@H]1C[C@H]2[C@H](NCCNC)[C@@H]3C=C[C@@]45[C@@H](O)[C@@H]6C=C[C@@H]7C[C@]6(C)C[C@](O)(C7)[C@]4(C3)C[C@@]25C1	ZINC000103576327	biogenic in-vitro
CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC	ZINC000150356654	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)OCC(COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC	ZINC000685935261	endogenous in-man
COc1ccc2c(c1OC)-c1cc(ccc1O)CCC(=O)O[C@@H]1C[C@@H]2N2CCCC[C@@H]2C1	ZINC000238757829	endogenous in-man
CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC	ZINC000150372398	endogenous in-man
Cc1ccc2c(=O)cc(-c3ccccc3C(=O)O)oc2c1	ZINC000001993277	biogenic
COc1ccc(CCNC(=O)N2C[C@@H]3C[C@H](C2)Cn2c3cccc2=O)cc1	ZINC000263586177	biogenic
OC[C@H](O)[C@H](O)Cc1cnc([C@@H](O)[C@@H](O)[C@@H](O)CO)cn1	ZINC000014725865	endogenous in-man
OCC1=C[C@H](O)[C@H]2C=CO[C@H](O)[C@@H]12	ZINC000085488270	biogenic in-vitro
CCCC/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC	ZINC000150368059	endogenous in-man
C=CCc1ccc(O[C@H]2O[C@H]([C@@H](O)CCCO)[C@@H](O)[C@H](O)[C@H]2OCCCCC2CCCCC2)cc1	ZINC000085592253	biogenic in-vitro
N=C1N(O)[C@@H](COC(N)=O)[C@H]2N=C(N)N[C@]23N1C[C@H](OS(=O)(=O)O)C3(O)O	ZINC000138793099	endogenous in-man
CC1(C)Oc2cc3oc4c5ccc(O)cc5oc(=O)c4c3cc2C[C@@H]1O	ZINC000013375727	biogenic in-vitro
Oc1ccc([C@@H]2COc3cc(O)ccc3C2)c(O)c1	ZINC000014811580	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](O)COC(=O)CCCCCCCCCCCCCCC	ZINC000095625456	endogenous in-man
CCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCC	ZINC000150356716	endogenous in-man
CCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCCCC	ZINC000150366724	endogenous in-man
O=C(O)c1ccc2c(c1)c([C@@H](C(=O)O)N1C[C@H]3C[C@H](C1)c1cccc(=O)n1C3)cn2Cc1ccccc1	ZINC000263586892	biogenic
CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCC	ZINC000150379025	endogenous in-man
OC[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)[C@H]1O	ZINC000257375317	endogenous in-man
C=C(C)CCC[C@H](C)CCO	ZINC000002508248	endogenous in-man
CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCC	ZINC000095621007	endogenous in-man
CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](O)COC(=O)CCCCCCCCCCCCCCCCCCCCCCC	ZINC000095625571	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCC)OC(=O)CCCCCCCCCCCCCCCCCCC	ZINC000150378450	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCC	ZINC000150377996	endogenous in-man
COc1c(OCO)ccc2c1O[C@H]1c3cc4c(cc3OC[C@@H]21)O[C@@H]1O[C@H](COC(=O)CC(=O)O)[C@](O)(CC#C4)[C@H](O)[C@H]1O	ZINC000085509381	biogenic in-vitro
Cc1cccc(NC(=O)[C@@H]2[C@@H]3C(=O)N(CCCN4CCCC4)[C@H](C(=O)N[C@@H]4CCC[C@H](C)[C@@H]4C)[C@@]34C=C[C@H]2O4)c1	ZINC000101201836	biogenic
CC1(C)[C@H]2CC[C@]34C=C[C@@](C)(C3)C(=O)C[C@@H]4[C@@]2(C)CC[C@H]1O	ZINC000257456805	endogenous in-man
CC(C)C(=O)CC[C@@]1(C)CC[C@@]2(C)[C@H](CC=C3[C@H](O)[C@]4(O)CO[C@H]5O[C@@H]2[C@H]3[C@@]5(O)[C@@H]4O)C1=O	ZINC000100772054	endogenous in-man
CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCC	ZINC000095625045	endogenous in-man
